Descripcio;Nom_comercial;Codi_carrer;Codi_via;Nom_carrer;Numero_inf;Lletra_inf;Accessori_inf;Numero_sup;Lletra_sup; Accessori_sup;Escala;Pis;Porta;Id_edifici;utm_x_ed50;utm_y_ed50;utm_x_etrs89; utm_y_etrs89;lon;lat
BOTIGA DE ROBA I MATERIAL DE PROTECCIÓ LABORAL;SIDERTEX;596;CR;Santa Eugènia;83;;N;;;N;;BS;;4741;484257;4647552;484163;4647347;2,80884435;41,97796448
BAR-RESTAURANT (CAT. 3) AMB MÚSICA DE FONS AMBIENTAL;KICK OFF LUXURY;314;AV;Josep Tarradellas i Joan;16;;N;;;N;;BS;2;12184;484456;4648172;484362;4647967;2,81122995;41,98355257
BOTIGA D'EQUIPS I MATERIAL ELECTRÒNIC;LUCKY TELECOM;596;CR;Santa Eugènia;48;;N;;;N;;BS;2;4250;484743;4647858;484649;4647653;2,81470266;41,9807301
FERRETERIA;FERRETERIAS LOGAN SALÓ;334;AV;Lluís Pericot;58;;N;;;N;;BS;1;2285;485459;4646462;485365;4646257;2,82338013;41,96817035
HABITATGE D'ÚS TURÍSTIC;QLODGING;430;PL;Oli;6;;N;;;N;;1;A;12196;485674;4648286;485580;4648081;2,82593035;41,98460248
OFICINA ADMINISTRATIVA D'UNA EMPRESA DE NETEJA;HNOS CANT;592;CR;Sant Sebastià;15;;N;;;N;;BS;;10774;484132;4647346;484038;4647141;2,8073411;41,97610659
BOTIGA DE BOLSOS, COMPLEMENTS I MARROQUINERIA;BACH;51;CR;Ballesteries;38;;N;42;;N;;BS;1;5969;485580;4648479;485486;4648274;2,82479085;41,98633904
CENTRE DE FISIOTERÀPIA;LAMBDA;136;CR;Castell de Peralada;22;;N;;;N;;BS;3;2140;485380;4646740;485286;4646535;2,82241978;41,97067274
FISIOTERÀPIA;FISIOESPAI;330;RB;Llibertat;6;;N;;;N;;4;;5708;485515;4648101;485421;4647896;2,8240155;41,98293333
BOTIGA DE PRODUCTES D'ANIMALS AMB EXPOSICIÓ I VENDA;CAN BITXUS;424;CR;Alfred Nobel;14;;N;;;N;;BS;;7561;483929;4649462;483835;4649257;2,80483287;41,99516055
ACADÈMIA;Kids&Us;182;CR;Josep Ametller i Viñas;43;;N;;;N;;BS;1;11376;485487;4647014;485393;4646809;2,8237044;41,97314256
BOTIGA DE ROBA;BYCOS;560;CR;Sant Antoni Maria Claret;7;;N;;;N;;BS;2;1174;485144;4647819;485050;4647614;2,81954413;41,98038652
BAR;LA COVA;454;CR;Pedret;88;;N;;;N;;BS;;6701;485707;4649295;485613;4649090;2,82630411;41,9936908
BAR-RESTAURANT;MAI TAI - LA LLESCA;454;CR;Pedret;90;;N;;;N;;BS;1;6702;485703;4649301;485609;4649096;2,82625567;41,99374476
BAR - RESTAURANT (CAT.2);EL RACONET DE LA ROSA;552;CR;Rosselló;14;;N;;;N;;;;4951;484294;4646503;484200;4646298;2,80931903;41,96851722
BAR RESTAURANT (CAT. 1);LA PIADINA;576;CR;Sant Joan Baptista de La Salle;17;;N;;;N;;BS;1;2717;485255;4647474;485161;4647269;2,82089269;41,97728131
BAR - RESTAURANT (CAT3);NU;6;CR;Abeuradors;4;;N;;;N;;BS;;11007;485561;4648159;485467;4647954;2,82456936;41,98345656
BAR-RESTAURANT;LA PUJADA;33;CR;Aragó;16;;N;;;N;;BS;;3597;484176;4644571;484082;4644366;2,80794699;41,95111391
BAR RESTAURANT (CAT. 3);CAN BARCELÓ;99;DI;Campdorà;72;;N;;;N;;;;10433;486836;4652668;486742;4652463;2,83985926;42,02408991
BAR-RESTAURANT (CAT. 3);PONT DE PEDRA;140;PL;Catalunya;2;;N;;;N;;BS;;11151;485523;4648054;485429;4647849;2,82411324;41,98251016
BAR-RESTAURANT AMB KEBAB (CAT. 1);EL PALAU DEL DÖNER KEBAB;168;PJ;Creu de Palau;15;;N;17;;N;;BS;2;11792;485283;4646379;485189;4646174;2,82125812;41,96741952
BOTIGA DE TELA I ROBA DE SEGONA MÀ;TEXTIL I TEIXIDES;262;CR;Riu Güell;186;;N;;;N;;BS;2;5344;484187;4646911;484093;4646706;2,80801669;41,9721898
FLECA;FORN DE PA TAIALÀ;334;AV;Lluís Pericot;54;;N;;;N;;BS;1;2285;485459;4646462;485365;4646257;2,82338013;41,96817035
BOTIGA DE PRODUCTES ALIMENTARIS;SUSHI MORE;386;CR;Migdia;23;;N;;;N;;BS;5;1422;485248;4647360;485154;4647155;2,82081106;41,97625442
BOTIGA DE MATERIAL ARTÍSTIC;JUMPING CLAY;576;CR;Sant Joan Baptista de La Salle;10;;N;;;N;;BS;2;1274;485368;4647473;485274;4647268;2,82225667;41,97727442
BOTIGA D'ARTESANIA;HEL·LÈNICA;225;CR;Força;17;;N;;;N;;BS;1;5961;485604;4648454;485510;4648249;2,8250812;41,98611432
VENDA TEMPORAL D'ARTICLES PIROTÈCNICS;LA TRACA;904;CR;Ovidi Montllor;2;;N;;;N;;;;12758;;;;;;
BOTIGA DE CIGARRETES ELECTRÒNIQUES I COMPLEMENTS;VAPIAMO;593;CR;Santa Clara;3;;N;;;N;;BS;1;3676;485402;4648048;485308;4647843;2,82265275;41,98245388
VENDA TEMPORAL DE PRODUCTES DE NADAL;ECOSOL;569;AV;Sant Francesc;1;;N;;;N;;BS;1;1041;485411;4648010;485317;4647805;2,82276234;41,9821118
GESTIÓ D'ACTIVITATS INFANTILS;DJOCS;635;CR;Riu Terri;7;;N;;;N;;BS;1;2367;484912;4646547;484818;4646342;2,81677638;41,96892561
LLIBRERIA;LLETRES DE CANVI;288;CR;Impressors Oliva;3;;N;;;N;;BS;2;4231;484779;4648035;484685;4647830;2,81513262;41,98232498
BAR-RESTAURANT (CAT. 3);FELIÇ;596;CR;Santa Eugènia;78;;N;80;;N;;BS;2;4320;484581;4647774;484487;4647569;2,81274936;41,97997038
BAR - RESTAURANT (CAT3);CRYSTAL;574;CR;Sant Isidre;53;;N;;;N;;BS;;2360;484942;4646576;484848;4646371;2,8171377;41,96918738
BAR - RESTAURANT (CAT.3) AMB AMBIENTACIÓ MUSICAL;EL DOLL;568;PJ;Sant Feliu;21;;N;23;;N;;BS;;6040;485547;4648600;485453;4648395;2,82438949;41,98742824
BAR -RESTAURANT (CAT.3);DÚPLEX;209;RD;Ferran Puig;39;;N;;;N;;BS;2;4024;484908;4648360;484814;4648155;2,81668146;41,98525463
RESTAURANT-BAR;VIENA;260;CR;Jaume I;1;;N;;;N;;BS;;3835;485376;4648392;485282;4648187;2,82233031;41,98555169
BAR - RESTAURANT (CAT. 3);MULTANI PALACE;386;CR;Migdia;36;;N;;;N;;BS;2;2622;485205;4647263;485111;4647058;2,82029449;41,97537996
BAR-RESTAURANT (CAT. 3);VADEBRASA;851;CR;Pau Vila i Dinarès;2;;N;;;N;;BS;;11801;484908;4646932;484814;4646727;2,8167182;41,97239311
TRASLLAT GRILL I REFORMA LOCAL;LA TAVERNA DEL BON VI;478;CR;Pont Major;112;;N;0;;N;;;;7277;485752;4651514;485658;4651309;2,82679344;42,01367734
RESTAURANT;L'ARGADA;511;AV;Ramon Folch;7;;N;0;;N;;;;3872;485344;4648441;485250;4648236;2,82194278;41,98599242
BOTIGA DE ROBA;CAN BILLY;211;CR;Ferreries Velles;11;;N;;;N;;BS;1;5730;485594;4648222;485500;4648017;2,82496618;41,98402459
VENDA DE PATINETS I BICICLETES ELÈCTRIQUES;9 TRANSPORT;56;CR;Barcelona;123;;N;;;N;;BS;;11354;484725;4646622;484631;4646417;2,81451756;41,9695975
BAR RESTAURANT (CAT. 1);BON BON CAFE;774;CR;Joan Roca i Pinet;1;;N;;;N;;BS;;1543;484997;4646819;484903;4646614;2,81779528;41,97137705
CENTRE D'ESTÈTICA;ESTIMA'T;168;PJ;Creu de Palau;11;;N;13;;N;;BS;2;11792;485283;4646379;485189;4646174;2,82125812;41,96741952
CONSULTA MÈDICA;ORL LÀSER;317;CR;Juli Garreta;9;;N;;;N;;3;1;1208;485158;4647699;485064;4647494;2,81971617;41,97930599
OFICINA DE VENDA DE MATERIAL QUIRÚRGIC;MBA INCORPORADO;427;CR;Nou;6;;N;;;N;;PR;1;3696;485352;4648089;485258;4647884;2,82204815;41,98282223
BOTIGA DE CIGARRETS ELECTRÒNICS;SMOKLAND;554;CR;Antoni Rovira i Virgili;1;;N;;;N;;BS;;4708;484373;4647593;484279;4647388;2,81024343;41,97833607
PERFUMERIA I COSMÈTICA;REFAN;229;CR;Francesc de Ciurana i Hernández;10;;N;;;N;;BS;;1402;485066;4647465;484972;4647260;2,81861161;41,97719668
VENDA I REPARACIÓ D'ARTICLES ELECTRÒNICS;INFORMATIK@;585;AV;Sant Narcís;115;;N;;;N;;BS;;4880;484449;4646516;484355;4646311;2,81118934;41,96863738
OFICINA DE SERVEIS TÈCNICS D'ENGINYERIA;EMETRES;720;CR;Salt;25;;N;;;N;;1;3;11956;483897;4646298;483803;4646093;2,80453337;41,96666282
CENTRE DE CULTE;MEZQUITA  ASSALAM;12;CR;Alacant;28;;N;;;N;;;;11696;484398;4646202;484304;4645997;2,81058218;41,96580827
PASTISSERIA AMB OBRADOR;OH MAMA;296;CR;Joan Maragall;39;;N;;;N;;BS;2;2711;485180;4647470;485086;4647265;2,81998751;41,97724387
BOTIGA D'OBJECTES DE REGAL;EL CLAUSTRE;427;CR;Nou;9;;N;;;N;;BS;1;3669;485360;4648064;485266;4647859;2,82214535;41,98259721
BOTIGA DE MATALASSOS I MOBILIARI INFANTIL;INMYBED;576;CR;Sant Joan Baptista de La Salle;33;;N;;;N;;BS;;1395;485094;4647515;485000;4647310;2,81894831;41,97764755
BOTIGA DE CIGARRETES ELECTRÒNIQUES;ASHLESS;161;CR;Cort Reial;3;;N;;;N;;BS;B;5791;485606;4648300;485512;4648095;2,82510912;41,98472733
VENDA D'EQUIPS ELECTRODOMÈSTICS I MOBILIARI DE CUINA;BULTHAUP;56;CR;Barcelona;16;;N;;;N;;BS;4;1096;485068;4647901;484974;4647696;2,81862465;41,98112363
OFICINA BANCÀRIA;SABADELL ATLÁNTICO;330;RB;Llibertat;50;;N;;;N;;BS;A;5782;485565;4648266;485471;4648061;2,82461501;41,98442035
VENTA PRODUCTES DIETÈTICS;OLYMPUS SPORT;89;PL;Francesc Calvet i Rubalcaba;4;;N;;;N;;BS;1;1072;485390;4647783;485296;4647578;2,82251449;41,98006689
VENDA DE PRODUCTES ECOLÒGICS;EL REBOST;195;CR;Esport;11;;N;;;N;;BS;;7295;485266;4649325;485172;4649120;2,82097895;41,99395285
BOTIGA D'INFORMÀTICA;MICROGESTIÓ;560;CR;Sant Antoni Maria Claret;25;;N;;;N;;BS;;1185;485242;4647768;485148;4647563;2,82072837;41,97992903
BAR-RESTAURANT (CAT. 1);EL REMEI;346;CR;Mare de Déu del Remei;36;;N;;;N;;BS;2;11793;484459;4647579;484365;4647374;2,81128187;41,97821168
TALLER DE REPARACIÓ DE VEHICLES;GIROMECANIC;408;CR;Montnegre;1;;N;;;N;;BS;;5129;484009;4647385;483915;4647180;2,80585541;41,97645536
COMERÇ AL DETALL DE PRODUCTES DE PERFUMERIA I ESTÈTICA;EQUIVALENZA;426;CR;Nord;11;;N;;;N;;BS;1;3821;485394;4648325;485300;4648120;2,82254928;41,98494858
COMERÇ AL DETALL DE ROBA;METROPOLIS;560;CR;Sant Antoni Maria Claret;11;;N;;;N;;BS;1;1172;485177;4647801;485083;4647596;2,81994293;41,98022503
MAGATZEM DE PRODUCTES DE PARAFARMÀCIA;XARXA FARMACÈUTICA, SL;105;CR;Can Sunyer;58;;N;;;N;;BS;;8318;484096;4649223;484002;4649018;2,80685568;41,99301136
BOTIGA DE ROBA I COMPLEMENTS;AMY GEE;576;CR;Sant Joan Baptista de La Salle;24;;N;26;;N;;BS;2;11790;485151;4647535;485057;4647330;2,81963582;41,97782876
TALLER MECÀNIC DE VEHICLES;;86;CR;Riera Bullidors;16;;N;;;N;;BS;;8343;484128;4649082;484034;4648877;2,80724584;41,99174207
TALLER DE REPARACIÓ D'EQUIPS D'INJECCIÓ;;99;DI;Campdorà;44;;N;;;N;;;;10405;486322;4652566;486228;4652361;2,83365291;42,02316244
CONSULTORI DENTAL I ESTÈTICA;GROBER CLÍNICA DENTAL;172;CR;Cristòfor Grober;3;;N;;;N;;BS;1;3693;485247;4648100;485153;4647895;2,82078038;41,98291934
VENDA D'ARTICLES DE DROGUERIA, PERFUMERIA, HIGIENE I ALTRES;CLAREL;166;CR;Creu;39;;N;;;N;;BS;3;2634;485147;4647305;485053;4647100;2,81959336;41,97575715
CENTRE DE CLASSES PARTICULARS DE REFORÇ ESCOLAR;;386;CR;Migdia;9;;N;;;N;;EN;F;1412;485276;4647436;485182;4647231;2,82114712;41,97693945
VENDA DE IOGURT GELAT;LLAGURT;386;CR;Migdia;12;;N;;;N;;BS;2;2717;485255;4647474;485161;4647269;2,82089269;41,97728131
COMERÇ AL DETALL D'ARTICLES DE FERRETERIA I BRICOLATGE;COMERCIAL NOBEL;424;CR;Alfred Nobel;4;;N;;;N;;BS;1;7556;483874;4649460;483780;4649255;2,80416887;41,99514141
PERRUQUERIA;PERRUQUERIA MIREIA;512;CR;Ramon Muntaner;3;;N;;;N;;BS;18;5499;484623;4647496;484529;4647291;2,81326362;41,97746735
VENDA DE MENJARS PER EMPORTAR;HAPPY GIRONA;166;CR;Creu;33;;N;35;;N;;BS;4;2621;485207;4647286;485113;4647081;2,82031805;41,97558715
BOTIGA I REPARACIÓ DE BICICLETES;BICIMARKET;408;CR;Montnegre;39;;N;;;N;;BS;;10321;483934;4646976;483840;4646771;2,80496134;41,9727701
DESPATX DE PSICOPEDAGOGIA;PAUTA;523;CR;Riera Bugantó;3;;N;;;N;;BS;7;10123;485617;4646361;485523;4646156;2,82528946;41,96726358
CENTRE D'ESTÈTICA;SUN SYMBOLS;689;RB;Xavier Cugat;44;;N;;;N;;BS;2;7466;484639;4649167;484545;4648962;2,81341298;41,99251779
BOTIGA DE MATERIAL INFORMÀTIC;NEW PROJECT;334;AV;Lluís Pericot;36;;N;;;N;;BS;2;2225;485489;4646647;485395;4646442;2,82373761;41,96983714
BOTIGA DE ROBA;CANELA FINA;51;CR;Ballesteries;43;;N;;;N;;BS;;6013;485564;4648479;485470;4648274;2,8245977;41,98633875
OFICINA DE COMERÇ AL MAJOR DE MOBLES I OBJECTES DECORATIUS PER A LA LLAR;LAYAR LIVING;434;PG;Olot;43;;N;;;N;;5;2;10801;484108;4647203;484014;4646998;2,80705529;41,97481815
REPARACIÓ D'ELECTRODOMÈSTICS;ELECTRO SERVEI GIRONA;95;CR;Campcardós;49;;N;51;;N;;BS;1;5672;483813;4647095;483719;4646890;2,80349765;41,97383942
ACADÈMIA, CENTRE CULTURAL I OFICINES;GENTIS;673;CR;Universitat de Montpeller;39;;N;;;N;;BS;1;1552;484988;4646887;484894;4646682;2,81768491;41,97198934
ASSESSORIA D'EMPRESES;GESTIONS 9 ASSESSORS, SL;276;CR;Ibèria;9;;N;;;N;;AT;A;4241;484740;4647740;484646;4647535;2,81466952;41,97966726
CONSULTA MÈDICA I CENTRE DE FORMACIÓ;CÀRDIA (ADVANCED CARDIOVASCULAR MEDICINE);472;PL;Poeta Marquina;9;;N;;;N;;1;E;1119;484980;4647809;484886;4647604;2,81756475;41,98029334
MAGATZEM DE PRODUCTES ALIMENTARIS I DE LA LLAR I PREPARACIÓ COMANDES PER INTERNET;IQUODRIVE;595;CT;Santa Coloma;106;;N;;;N;;BS;1;12933;;;;;;
PAPERERIA, COPISTERIA I FOTOGRAFIA;;556;CR;Rutlla;79;;N;81;;N;;BS;1;1523;485395;4647223;485301;4647018;2,82258879;41,97502325
CENTRE DE MEDICINA TRADICIONAL XINESA;CENTRE DE MEDICINA TRADICIONAL XINESA;504;PT;Puigneulós;4;;N;;;N;;5;3;5331;484161;4646968;484067;4646763;2,80770134;41,97270266
SERVEIS DE COPISTERIA I RETOLACIÓ;DTM GRAPHICS GIRONA, SL;209;RD;Ferran Puig;27;;N;;;N;;BS;;4102;484978;4648235;484884;4648030;2,8175297;41,98413014
VENDA DE MAQUINÀRIA D'HOSTELERIA;SANCHEZ HOSTELERIA;242;CR;Garrotxa;16;;N;;;N;;BS;1;4722;484300;4647538;484206;4647333;2,80936375;41,97783925
TALLER DE REPARACIÓ, XAPA I PINTUA DE VEHICLES;CLASSIC AUTO GIRONA;733;CR;Trens Petits;19;;N;;;N;;;;10149;484191;4645593;484097;4645388;2,80810046;41,96031907
OFICINA DE SERVEIS DE MISSATGERIA I MERCADERIES;;440;CR;Palafrugell;26;;N;28;;N;;BS;1;10984;485655;4649099;485561;4648894;2,82568109;41,99192454
COMERÇ AL DETALL DE BEGUDES;EL MASET DEL LLEÓ;75;CR;Bisbe Sivilla;4;;N;;;N;;BS;1;4240;484757;4647765;484663;4647560;2,81487407;41,97989275
IOGURTERIA-GELATERIA;LA LLETERA SOFT;330;RB;Llibertat;9;;N;;;N;;BS;C;5767;485502;4648186;485408;4647981;2,82385647;41,98369866
BAR-RESTAURANT (CAT. 1);R27;330;RB;Llibertat;27;;N;;;N;;BS;;5776;485521;4648245;485427;4648040;2,82408438;41,9842304
BOTIGA AMB EXPOSICIÓ DE FINESTRES D'ALUMINI, PERSIANES, MAMPARES;ALUMINIS MFT;596;CR;Santa Eugènia;50;;N;;;N;;BS;3;4251;484726;4647850;484632;4647645;2,81449766;41,98065772
BAR-RESTAURANT (CAT. 3);CAN SALA;69;CR;Berenguer Carnicer;3;;N;;;N;;BS;1;3867;485422;4648617;485328;4648412;2,82288003;41,98757905
BOTIGA DE ROBA;NORMANDIE;593;CR;Santa Clara;24;;N;;;N;;BS;;3731;485445;4648164;485351;4647959;2,82316894;41,98349945
ESTUDI DE DISSENY;LA RENTADORA;635;CR;Riu Terri;17;;N;;;N;;BS;2;2374;484892;4646483;484798;4646278;2,81653665;41,9683488
GESTIÓ REPARACIONS I OBRES;APRIS;168;PJ;Creu de Palau;19;;N;;;N;;BS;4;9585;485279;4646317;485185;4646112;2,82121141;41,96686103
VINOTECA;TANINS;211;CR;Ferreries Velles;3;;N;;;N;;BS;;5739;485569;4648178;485475;4647973;2,82466547;41,98362783
OFICINA I MAGATZEM DE REPRESENTACIÓ I DISTRIBUCIÓ DE MATERIAL MÈDIC;SUBMINISTRAMENTS I APLICACIONS MÈDIQUES, SL;530;CR;Riera Palagret;69;;N;;;N;;;;11057;485413;4645600;485319;4645395;2,82284639;41,96040572
PERRUQUERIA;PERRUQUERS AVANTI;169;TR;Creu;22;;N;;;N;;BS;;1495;485302;4647279;485208;4647074;2,82146488;41,97552589
PERRUQUERIA;ESTIL UNIC;125;CR;Carme;15;;N;;;N;;BS;B;339;485556;4647818;485462;4647613;2,8245174;41,9803852
BRODATS I ARRANJAMENTS;BRODATS KON7P;122;CR;Cardenal Margarit;14;;N;;;N;;BS;4;1436;485266;4647337;485172;4647132;2,8210289;41,9760476
PERFUMERIA;EQUIVALENZA GIRONA CENTRE;350;CR;Josep Maluquer i Salvador;1;;N;;;N;;BS;1;2710;485174;4647458;485080;4647253;2,81991539;41,97713568
PERRUQUERIA;;556;CR;Rutlla;105;;N;;;N;;BS;1;1738;485360;4647047;485266;4646842;2,82217073;41,97343742
VENDA DE PRODUCTES ALIMENTARIS;MAESTRO DI MÓDENA;593;CR;Santa Clara;25;;N;;;N;;BS;2;3717;485415;4648193;485321;4647988;2,82280607;41,98376009
RESTAURANT;CALDERERS;88;CR;Calderers;10;;N;;;N;;BS;1;6039;485539;4648618;485445;4648413;2,82429247;41,98759022
RESTAURANT;TOKIO TEPPANYAKI;209;RD;Ferran Puig;26;;N;;;N;;BS;;3962;485011;4648261;484917;4648056;2,8179274;41,98436494
CENTRE DE PSICOLOGIA;PRAXIS CENTRE PSICOLÒGIC;576;CR;Sant Joan Baptista de La Salle;16;;N;18;;N;;2;2;1317;485248;4647512;485154;4647307;2,82080724;41,97762343
HABITATGE ÚS TURÍSTIC;;88;CR;Calderers;3;;N;;;N;;3;2;6027;485521;4648599;485427;4648394;2,82407563;41,98741876
HABITATGE ÚS TURÍSTIC;;88;CR;Calderers;3;;N;;;N;;2;2;6027;485521;4648599;485427;4648394;2,82407563;41,98741876
HABITATGE ÚS TURÍSTIC;;88;CR;Calderers;3;;N;;;N;;2;1;6027;485521;4648599;485427;4648394;2,82407563;41,98741876
EXPOSICIÓ I VENDA DE MOBLES;STOCK RELAX;56;CR;Barcelona;413;;N;415;;N;;;;11686;484218;4644913;484124;4644708;2,80844455;41,95419505
COMERÇ AL DETALL DE TOTA CLASSE D'ARTICLES;NUA'T;472;PL;Poeta Marquina;2;;N;;;N;;BS;2;1097;485049;4647912;484955;4647707;2,81839502;41,98122234
COMERÇ AL MAJOR DE PRODUCTES ALIMENTARIS;PASCUAL;237;CR;Riu Freser;80;;N;;;N;;;;3544;484547;4645927;484453;4645722;2,81238759;41,96333438
BOTIGA DE TELEFONIA MÒBIL;CUPTEL;434;PG;Olot;26;;N;;;N;;BS;1;4759;484248;4647399;484154;4647194;2,80873982;41,97658628
ACADÈMIA DE FORMACIÓ PER A METGES;FPACMCB;95;CR;Campcardós;37;;N;39;;N;;BS;2;5654;483932;4647103;483838;4646898;2,80493373;41,97391391
PERRUQUERIA I ESTÈTICA;LI;383;CR;Mestre Francesc Civil;2;;N;;;N;;BS;;4233;484803;4647928;484709;4647723;2,81542511;41,98136173
VENDA D'ARTICLES PER LA LLAR;MONTSE INTERIORS, SL;317;CR;Juli Garreta;3;;N;;;N;;BS;1;1213;485160;4647731;485066;4647526;2,8197395;41,97959424
ELABORACIÓ I VENDA DE MENJARS PER EMPORTAR;;330;RB;Llibertat;17;;N;;;N;;BS;2;5771;485509;4648213;485415;4648008;2,82394031;41,98394196
BAR AMB MÚSICA DE FONS AMBIENTAL;BROTS DE VI;161;CR;Cort Reial;1;;N;;;N;;BS;3;5798;485636;4648290;485542;4648085;2,82547152;41,98463781
GABINET DE BELLESA, BENESTAR I TERÀPIES;ESPAI JESS;386;CR;Migdia;56;;N;;;N;;BS;;9157;485182;4647096;485088;4646891;2,8200211;41,97387541
COMERÇ AL DETALL D'ARTICLES DE LA LLAR;EL PETIT DETALL;166;CR;Creu;53;;N;;;N;;BS;2;2662;485028;4647351;484934;4647146;2,81815585;41,9761692
HABITATGE ÚS TURÍSTIC;GIROROOMS;581;PJ;Sant Martí;8;;N;;;N;;1;1;5860;485723;4648248;485629;4648043;2,82652279;41,98426111
TALLER MECÀNIC D'AUTOREPARACIÓ DE VEHICLES;GIROBOX AUTO;733;CR;Trens Petits;4;;N;;;N;;;;9049;484142;4645532;484048;4645327;2,80751082;41,95976867
PERRUQUERIA;NINA;556;CR;Rutlla;45;;N;47;;N;;BS;2;1268;485429;4647385;485335;4647180;2,82299515;41,97648296
VENDA DE MATERIAL ELECTRÒNIC I CONSUMIBLES;PUFF;427;CR;Nou;22;;N;;;N;;BS;1;3686;485212;4648080;485118;4647875;2,82035838;41,98273855
MAGATZEM DE ROBA I COMPLEMENTS;MASSIMO DUTTI;576;CR;Sant Joan Baptista de La Salle;40;;N;;;N;;BS;2;1372;485022;4647575;484928;4647370;2,81807771;41,97818658
AGÈNCIA D'ASSEGURANCES;PLUS ULTRA SEGUROS;386;CR;Migdia;37;;N;;;N;;4;5;10087;485262;4647234;485168;4647029;2,82098321;41,97511984
OFICINA D'ASSEGURANCES;PREBAL;383;CR;Mestre Francesc Civil;8;;N;;;N;;BS;2;4233;484803;4647928;484709;4647723;2,81542511;41,98136173
BOTIGA DE ROBA;DRESS-UP;386;CR;Migdia;15;B;N;;;N;;BS;;1426;485252;4647385;485158;4647180;2,82085871;41,97647966
BAR SENSE ELEMENTS DE COCCIÓ;K-BO;330;RB;Llibertat;34;;N;;;N;;BS;1;5748;485540;4648206;485446;4648001;2,8243147;41,98387949
COMERÇ AL DETALL DE MATERIAL DE CONSTRUCCIÓ I VIDRES;CRISTALBOX;56;CR;Barcelona;477;;N;;;N;;BS;;12167;484084;4644521;483990;4644316;2,80683832;41,95066172
OFICINA DE CONSULTORIA;BANCA MARCH;681;CR;Vern;2;;N;;;N;;1;;124;485517;4647933;485423;4647728;2,8240438;41,98142024
MAGATZEM DE DISTRIBUCIÓ D'OBERTURES DE PVC I ALUMINI;GREEN PVC;733;CR;Trens Petits;5;;N;7;;N;;;;9048;484072;4645532;483978;4645327;2,80666612;41,95976726
CENTRE SANITARI DE MEDICINA ESTÈTICA;CLÍNICA NEZAR;114;CR;Canonge Dorca;13;;S;;;N;;BS;;4225;484861;4648041;484767;4647836;2,81612232;41,9823806
BOTIGA DE CIGARRETES ELECTRÒNIQUES;VAPO VAPO;330;RB;Llibertat;40;;N;;;N;;BS;;5759;485550;4648234;485456;4648029;2,82443473;41,98413186
SERVEIS D'OCI I ENTRETENIMENT;;426;CR;Nord;6;;N;;;N;;BS;5;3789;485426;4648326;485332;4648121;2,82293555;41,98495818
FARMÀCIA;FARMÀCIA ANNA FINA;585;AV;Sant Narcís;111;;N;;;N;;BS;1;9269;484477;4646628;484383;4646423;2,8115243;41,96964669
COSMÈTICA;NOW ME;386;CR;Migdia;8;;N;;;N;;BS;3;1327;485273;4647510;485179;4647305;2,82110905;41,97760589
LLIBRERIA I VENDA D'OBJECTES DE REGAL;MEDITARAGIRONA;55;CR;Barca;15;;N;;;N;;BS;1;6069;485535;4648740;485441;4648535;2,82424117;41,98868895
BAR RESTAURANT (CAT.2);GÜELL;262;CR;Riu Güell;47;;N;;;N;;BS;1;8926;484690;4647996;484596;4647791;2,81405929;41,98197199
AUTOSERVEI D'ALIMENTACIÓ;CASA  AMETLLER;56;CR;Barcelona;13;;N;;;N;;BS;2;1156;485100;4647870;485006;4647665;2,81901172;41,98084503
GABINET AUDIOPROTÈSIC;WIDEX AUDÍFONS;317;CR;Juli Garreta;18;;N;;;N;;BS;1;1245;485104;4647684;485010;4647479;2,81906472;41,97916987
CENTRE D'ESTUDIS, REPÀS I TRADUCCIÓ;CEFRAN GIRONA;289;PL;Independència;14;;N;;;N;;PR;1;3783;485511;4648420;485417;4648215;2,82395933;41,98580638
BOTIGA I MAGATZEM D'ARTICLES DE FONTANERIA I SANITARIS;MAFONSA;722;CR;Sarrià de Ter;20;;N;;;N;;;;12110;484160;4645743;484066;4645538;2,80772233;41,96166945
VENDA AMB MÀQUINES EXPENEDORES AUTOMÀTIQUES;PICA PICA;576;CR;Sant Joan Baptista de La Salle;4;;N;;;N;;BS;2;1271;485413;4647461;485319;4647256;2,82280013;41,97716717
DESPATX D'INTERIORISME;ÀMBIT 7;587;PL;Sant Pere;19;;N;20;;N;;BS;1;11036;485670;4648819;485576;4648614;2,82586903;41,98940295
EMPRESA DE TREBALL TEMPORAL;SYNERGIE;56;CR;Barcelona;53;;N;;;N;;BS;;1389;484969;4647425;484875;4647220;2,81744181;41,97683457
COMERÇ AL DETALL DE FRUITES I VERDURES;CA LA TEIA;556;CR;Rutlla;179;;N;;;N;;BS;2;2223;485324;4646657;485230;4646452;2,82174598;41,96992414
COMPRA D'OR;GOYA - COMPRO ORO;296;CR;Joan Maragall;50;;N;;;N;;BS;1;2681;485130;4647429;485036;4647224;2,81938503;41,97687366
OFICINA CONSULAR;CONSULADO DE MARRUECOS;166;CR;Creu;9;;N;;;N;;BS;;1526;485398;4647245;485304;4647040;2,82262445;41,97522145
PERRUQUERIA;LAZO'S;434;PG;Olot;20;;N;;;N;;BS;1;5631;484408;4647427;484314;4647222;2,81067032;41,97684165
BOTIGA ROBA DE DANSA;NAUS DANSA GIRONA;30;CR;Antic Roca;3;;N;;;N;;BS;2;1684;485316;4647122;485222;4646917;2,82163779;41,9741121
