"Descripcio";"Nom_comercial";"Codi_carrer";"Codi_via";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"BAR-RESTAURANT (CAT. 1)";"R27";"330";"RB";"LLIBERTAT";"27";"";"N";"";"";"N";"";"BS";"";"5776";"485428";"4648040";"2,82409057";"41,98422761"
"BOTIGA AMB EXPOSICIÓ DE FINESTRES D'ALUMINI, PERSIANES, MAMPARES";"ALUMINIS MFT";"596";"CR";"SANTA EUGÈNIA";"50";"";"N";"";"";"N";"";"BS";"3";"4251";"484633";"4647645";"2,81450391";"41,98065488"
"BAR-RESTAURANT (CAT. 3)";"CAN SALA";"69";"CR";"BERENGUER CARNICER";"3";"";"N";"";"";"N";"";"BS";"1";"3867";"485329";"4648412";"2,82288619";"41,98757624"
"BOTIGA DE ROBA";"NORMANDIE";"593";"CR";"SANTA CLARA";"24";"";"N";"";"";"N";"";"BS";"";"3731";"485351";"4647959";"2,82316307";"41,98349664"
"ESTUDI DE DISSENY";"LA RENTADORA";"635";"CR";"RIU TERRI";"17";"";"N";"";"";"N";"";"BS";"2";"2374";"484798";"4646276";"2,81653102";"41,96832796"
"BOTIGA DE ROBA D'EQUITACIÓ";"HORSE WORLD";"125";"CR";"CARME";"21";"";"N";"";"";"N";"";"BS";"B";"342";"485463";"4647585";"2,82452433";"41,98013023"
"CENTRE DE SUPORT FAMILIAR";"DAYDREAM DAYCARE";"287";"CR";"IMPRESSORS BRO";"1";"";"S";"";"";"N";"";"BS";"";"4182";"484664";"4648007";"2,81486867";"41,98391589"
"HABITATGE D'ÚS TURÍSTIC";"";"56";"CR";"BARCELONA";"93";"";"N";"";"";"N";"";"6";"1";"1608";"484688";"4646633";"2,81519417";"41,97154121"
"CENTRE DE FORMACIÓ";"BULL CONTROL";"309";"CR";"JOSEP MARIA GIRONELLA I POUS";"1";"";"N";"3";"";"N";"A";"BS";"2";"9055";"484627";"4647063";"2,81444670";"41,97541288"
"OFICINA BANCÀRIA";"CAIXA D'ENGINYERS";"186";"CR";"EMILI GRAHIT";"10";"A";"N";"";"";"N";"";"BS";"";"1688";"485169";"4646947";"2,82099158";"41,97437850"
"TALLER DE PINTURA DE VEHICLES";"TALLER JOAQUIM CARBONERS";"185";"CR";"ELX";"6";"";"N";"";"";"N";"";"BS";"";"5018";"484256";"4646068";"2,80999536";"41,96644393"
"MAGATZEM DE PRODUCTES CONGELATS (GELATS)";"";"399";"CR";"MONTBÓ";"26";"A";"N";"";"";"N";"";"BS";"";"8367";"484027";"4648736";"2,80715923";"41,99046907"
"RESIDÈNCIA I CENTRE DE DIA";"CAN REGÀS";"596";"CR";"SANTA EUGÈNIA";"60";"";"N";"62";"";"N";"";"";"";"4295";"484573";"4647624";"2,81378020";"41,98046456"
"BOTIGA DE PRODUCTES DE SALUT I COMPLEMENTS INFANTILS";"GFARMA";"427";"CR";"NOU";"24";"";"N";"";"";"N";"";"BS";"1";"3687";"485097";"4647899";"2,82009842";"41,98295148"
"HABITATGE D'ÚS TURÍSTIC";"";"568";"PJ";"SANT FELIU";"17";"";"N";"";"";"N";"";"4";"";"6024";"485436";"4648361";"2,82417919";"41,98711889"
"BOTIGA DE ROBA";"APOLO";"272";"CR";"HORTES";"1";"";"N";"";"";"N";"";"BS";"2";"3741";"485383";"4648074";"2,82354650";"41,98453300"
"HABITATGE D'ÚS TURÍSTIC";"";"55";"CR";"BARCA";"16";"";"N";"18";"";"N";"";"3";"3";"11169";"485463";"4648528";"2,82450101";"41,98862350"
"CENTRE DE FORMACIÓ";"CREANTUM";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"17";"";"N";"";"";"N";"";"EN";"4";"2672";"484979";"4647230";"2,81869108";"41,97692379"
"CENTRE D'ESTÈTICA";"ELHA";"260";"GV";"JAUME I";"3";"";"N";"";"";"N";"";"EN";"B";"3833";"485258";"4648166";"2,82203522";"41,98535928"
"COMERÇ AL DETALL D'ARTICLES DE MERCERIA";"FILILLANA";"537";"CR";"RIU SER";"6";"";"N";"";"";"N";"";"BS";"D";"1682";"484815";"4646554";"2,81672901";"41,97083214"
"CENTRE D'ESTUDIS SUPERIORS";"AULA UNIVERSITÀRIA";"414";"CR";"MOSSÈN BALDIRI REIXAC";"58";"";"S";"";"";"N";"";"BS";"1";"2142";"485301";"4646498";"2,82259602";"41,97033698"
"GABINET DE PSICOLOGIA";"EVAF PSICÒLEGS";"359";"PL";"MARQUÈS DE CAMPS";"17";"";"N";"";"";"N";"";"6";"2A";"1148";"485049";"4647811";"2,81952123";"41,98215798"
"GABINET DE PSICOLOGIA";"GABINET DE LA DRA. CORNELLÀ";"359";"PL";"MARQUÈS DE CAMPS";"17";"";"N";"";"";"N";"";"6";"2A";"1148";"485049";"4647811";"2,81952123";"41,98215798"
"COMPRA VENDA DE PRODUCTES DE SEGONA MÀ";"SEGONA MÀ";"408";"CR";"MONTNEGRE";"31";"";"N";"";"";"N";"";"BS";"1";"10180";"483901";"4646918";"2,80568784";"41,97409242"
"OFICINA D'UNA EMPRESA D'INSTAL·LACIONS";"IRM";"432";"CR";"OLIVERA";"5";"";"N";"7";"";"N";"";"BS";"1";"464";"485535";"4647094";"2,82540552";"41,97570928"
"OFICINA I MAGATZEM D'UN INSTAL·LADOR";"INSTAL·LACIONS JOAN";"437";"CR";"ORIENT";"11";"";"N";"";"";"N";"";"BS";"1";"4761";"484125";"4647206";"2,80838369";"41,97669088"
"BAR RESTAURANT (CAT. 3) AMB MÚSICA DE FONS AMBIENTAL";"7 FOCS";"317";"CR";"JULI GARRETA";"32";"";"N";"";"";"N";"";"BS";"";"1387";"484982";"4647367";"2,81872379";"41,97815775"
"BOTIGA DE PECES DE VESTIR";"GOODTEENS";"386";"CR";"MIGDIA";"24";"";"N";"";"";"N";"";"BS";"2";"2697";"485133";"4647191";"2,82055089";"41,97657545"
"HABITATGE D'ÚS TURÍSTIC";"CASA CUNDARO";"143";"PJ";"CATEDRAL";"7";"";"N";"";"";"N";"";"2";"1";"5943";"485540";"4648327";"2,82543554";"41,98681458"
"HABITATGE D'ÚS TURÍSTIC";"CASA CUNDARO";"143";"PJ";"CATEDRAL";"7";"";"N";"";"";"N";"";"2";"2";"5943";"485540";"4648327";"2,82543554";"41,98681458"
"HABITATGE D'ÚS TURÍSTIC";"CASA CUNDARO";"143";"PJ";"CATEDRAL";"7";"";"N";"";"";"N";"";"2";"3";"5943";"485540";"4648327";"2,82543554";"41,98681458"
"HABITATGE D'ÚS TURÍSTIC";"CASA CUNDARO";"143";"PJ";"CATEDRAL";"7";"";"N";"";"";"N";"";"2";"4";"5943";"485540";"4648327";"2,82543554";"41,98681458"
"OFICINA I MAGATZEM D'UNA EMPRESA D'ORGANITZACIÓ D'ESDEVENIMENTS ESPORTIUS";"ANAYET LATITUD NORTE SL";"575";"PG";"SANT JOAN BOSCO";"35";"";"N";"";"";"N";"";"BS";"";"6874";"485471";"4650625";"2,82454572";"42,00751055"
"APARCAMENT PRIVAT DE VEHICLES";"";"125";"CR";"CARME";"161";"";"S";"163";"";"S";"";"BS";"";"488";"485535";"4647063";"2,82540628";"41,97543008"
"HABITATGE D'ÚS TURÍSTIC";"";"640";"PJ";"TORRASSA";"60";"";"N";"";"";"N";"";"2";"";"6985";"485910";"4648552";"2,82989685";"41,98884778"
"COMERÇ DE PRODUCTES DE SEGONA MÀ";"SECOND OPPORTUNITY";"262";"CR";"RIU GÜELL";"186";"";"N";"";"";"N";"";"BS";"2";"5344";"484093";"4646705";"2,80801100";"41,97217790"
"ESTACIÓ BASE DE TELEFONIA MÒBIL";"VODAFONE";"474";"PL";"POMPEU FABRA";"1";"";"N";"";"";"N";"";"";"";"11937";"485249";"4647665";"2,82193915";"41,98084678"
"VENDA DE TELEFONIA I JOCS DE SEGONA MÀ";"XTREM GAMES";"56";"CR";"BARCELONA";"35";"";"N";"";"";"N";"";"BS";"2";"1229";"484942";"4647480";"2,81823808";"41,97917474"
"ESCOLA DE BALL";"ESCOLA AVANÇA";"56";"CR";"BARCELONA";"205";"";"N";"";"";"N";"";"";"";"3544";"484458";"4645737";"2,81244190";"41,96346673"
"ESTACIÓ BASE DE TELEFONIA MÒBIL";"VODAFONE";"841";"DI";"SANT DANIEL";"93";"";"N";"";"";"N";"";"";"";"12998";"487731";"4648258";"2,85188714";"41,98623029"
"ARTS GRÀFIQUES";"UNIK";"556";"CR";"RUTLLA";"45";"";"N";"47";"";"N";"";"BS";"1";"1268";"485336";"4647180";"2,82300143";"41,97648018"
"CONSULTA D'EDUCACIÓ POSTURAL";"CN PILATES CONTROLOGY STUDIO";"596";"CR";"SANTA EUGÈNIA";"18";"";"N";"";"";"N";"";"3";"1";"3923";"484927";"4647808";"2,81804861";"41,98212864"
"BASAR AMB VENDA D'ALIMENTS ENVASATS";"TIGER";"296";"CR";"JOAN MARAGALL";"38";"";"N";"";"";"N";"";"BS";"";"11790";"485057";"4647330";"2,81963002";"41,97782593"
"AGROBOTIGA";"AGROBOTIGA";"165";"CR";"COSTABONA";"4";"";"N";"";"";"N";"";"BS";"";"5376";"483825";"4647273";"2,80476077";"41,97728823"
"GESTIÓ REPARACIONS I OBRES";"APRIS";"168";"PJ";"CREU DE PALAU";"19";"";"N";"";"";"N";"";"BS";"4";"9585";"485185";"4646116";"2,82120562";"41,96689426"
"OFICINA I MAGATZEM DE REPRESENTACIÓ I DISTRIBUCIÓ DE MATERIAL MÈDIC";"SUBMINISTRAMENTS I APLICACIONS MÈDIQUES, SL";"530";"CR";"RIERA PALAGRET";"69";"";"N";"";"";"N";"";"";"";"11057";"485319";"4645396";"2,82284076";"41,96041195"
"PERRUQUERIA";"MÉS QUE UNGLES";"169";"TR";"CREU";"22";"";"N";"";"";"N";"";"BS";"";"1495";"485208";"4647074";"2,82145910";"41,97552308"
"PERRUQUERIA";"ESTIL UNIC";"125";"CR";"CARME";"15";"";"N";"";"";"N";"";"BS";"B";"339";"485462";"4647612";"2,82451159";"41,98037339"
"BRODATS I ARRANJAMENTS";"BRODATS KON7P";"122";"CR";"CARDENAL MARGARIT";"14";"";"N";"";"";"N";"";"BS";"4";"1436";"485173";"4647132";"2,82103519";"41,97604481"
"PERRUQUERIA";"";"556";"CR";"RUTLLA";"105";"";"N";"";"";"N";"";"BS";"1";"1738";"485267";"4646841";"2,82217707";"41,97342563"
"VENDA DE PRODUCTES ALIMENTARIS";"MAESTRO DI MÓDENA";"593";"CR";"SANTA CLARA";"25";"";"N";"";"";"N";"";"BS";"2";"3717";"485322";"4647989";"2,82281225";"41,98376630"
"RESTAURANT";"CALDERERS";"88";"CR";"CALDERERS";"10";"";"N";"";"";"N";"";"BS";"1";"6039";"485445";"4648414";"2,82428653";"41,98759641"
"RESTAURANT";"TOKIO TEPPANYAKI";"209";"RD";"FERRAN PUIG";"26";"";"N";"";"";"N";"";"BS";"";"3962";"484917";"4648056";"2,81792153";"41,98436210"
"CENTRE DE PSICOLOGIA";"PRAXIS CENTRE PSICOLÒGIC";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"16";"";"N";"18";"";"N";"";"2";"2";"1317";"485155";"4647307";"2,82081351";"41,97762063"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA COOL APARTMENTS";"88";"CR";"CALDERERS";"3";"";"N";"";"";"N";"";"3";"2";"6027";"485428";"4648394";"2,82408179";"41,98741596"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA COOL APARTMENTS";"88";"CR";"CALDERERS";"3";"";"N";"";"";"N";"";"2";"2";"6027";"485428";"4648394";"2,82408179";"41,98741596"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA COOL APARTMENTS";"88";"CR";"CALDERERS";"3";"";"N";"";"";"N";"";"2";"1";"6027";"485428";"4648394";"2,82408179";"41,98741596"
"CENTRE DE FISIOTERÀPIA I REHABILITACIÓ";"PROGRESSUM";"313";"PL";"JOSEP PLA";"4";"";"N";"";"";"N";"";"1";"4";"3709";"485254";"4647966";"2,82199195";"41,98355788"
"HABITATGE D'ÚS TURÍSTIC";"GIROROOMS";"55";"CR";"BARCA";"17";"";"N";"";"";"N";"";"4";"1";"6070";"485439";"4648543";"2,82421090";"41,98875815"
"HABITATGE D'ÚS TURÍSTIC";"";"225";"CR";"FORÇA";"6";"";"N";"";"";"N";"";"PR";"1";"5930";"485538";"4648218";"2,82541408";"41,98583282"
"CENTRE DE FISIOTERÀPIA";"SALUD I BENESTAR (SIB)";"172";"CR";"CRISTÒFOR GROBER";"6";"";"N";"";"";"N";"";"1";"2";"3701";"485182";"4647931";"2,82112368";"41,98324129"
"HABITATGE D'ÚS TURÍSTIC";"";"485";"TR";"PORTAL NOU";"4";"";"N";"";"";"N";"";"1";"2";"5862";"485650";"4648066";"2,82676985";"41,98446586"
"HABITATGE D'ÚS TURÍSTIC";"";"111";"PG";"JOSÉ CANALEJAS";"2";"";"N";"";"";"N";"6";"3";"1";"3858";"485375";"4648295";"2,82344443";"41,98652332"
"HABITATGE D'ÚS TURÍSTIC";"";"485";"TR";"PORTAL NOU";"4";"";"N";"";"";"N";"";"BS";"";"5862";"485650";"4648066";"2,82676985";"41,98446586"
"BOTIGA DE CATIFES";"CATIFES HOMAYUN";"350";"CR";"JOSEP MALUQUER I SALVADOR";"24";"";"N";"";"";"N";"";"BS";"";"1465";"485259";"4647176";"2,82207212";"41,97644271"
"PERRUQUERIA";"THE J&J LAB ESTILISTES";"602";"PL";"SANTA SUSANNA";"8";"";"N";"";"";"N";"";"BS";"";"3743";"485282";"4648026";"2,82232845";"41,98409880"
"BAR RESTAURANT (CAT. 3) AMB TERRASSA PRIVADA";"KÖNIG LA FONT";"215";"CM";"FONT DE L'ABAT";"23";"";"N";"";"";"N";"";"BS";"";"7320";"484918";"4649071";"2,81790755";"41,99350385"
"GIMNÀS";"FACTORY";"245";"PL";"CAMIL GEIS";"3";"";"N";"";"";"N";"";"BS";"1";"8655";"485362";"4650161";"2,82324099";"42,00332946"
"VENDA I LLOGUER DE BICICLETES ELÈCTRIQUES";"EBICI.CAT - BICICLICK";"434";"PG";"OLOT";"28";"";"N";"";"";"N";"";"BS";"2";"4760";"484136";"4647189";"2,80851692";"41,97653799"
"REPARACIÓ DE CALÇAT";"REPARACIÓ DE CALÇAT ""ROSALES""";"125";"CR";"CARME";"117";"";"N";"119";"";"N";"";"BS";"1";"412";"485453";"4647244";"2,82441206";"41,97705877"
"BOTIGA D'INSTRUMENTS MUSICALS";"GRUP VIVALDI";"78";"CR";"BONASTRUC DE PORTA";"29";"";"N";"";"";"N";"";"BS";"";"3944";"485000";"4647968";"2,81892573";"41,98357110"
"EXPOSICIÓ I VENDA DE MOBLES";"STOCK RELAX";"56";"CR";"BARCELONA";"413";"";"N";"415";"";"N";"";"";"";"11686";"484134";"4644701";"2,80855988";"41,95412935"
"COMERÇ AL DETALL DE TOTA CLASSE D'ARTICLES";"NUA'T";"472";"PL";"POETA MARQUINA";"2";"";"N";"";"";"N";"";"BS";"2";"1097";"484955";"4647706";"2,81838921";"41,98121050"
"COMERÇ AL MAJOR DE PRODUCTES ALIMENTARIS (OFICINA COMERCIAL)";"PASCUAL";"237";"CR";"RIU FRESER";"80";"";"N";"";"";"N";"";"";"";"3544";"484458";"4645737";"2,81244190";"41,96346673"
"BOTIGA DE TELEFONIA MÒBIL";"VODAFONE";"434";"PG";"OLOT";"26";"";"N";"";"";"N";"";"BS";"1";"4759";"484155";"4647194";"2,80874612";"41,97658341"
"ACADÈMIA DE FORMACIÓ PER A METGES";"FPACMCB";"95";"CR";"CAMPCARDÓS";"37";"";"N";"39";"";"N";"";"BS";"2";"5654";"483836";"4646901";"2,80490377";"41,97393798"
"PERRUQUERIA I ESTÈTICA";"LI";"383";"CR";"MESTRE FRANCESC CIVIL";"2";"";"N";"";"";"N";"";"BS";"";"4233";"484709";"4647724";"2,81541925";"41,98136788"
"VENDA D'ARTICLES PER LA LLAR";"MONTSE INTERIORS, SL";"317";"CR";"JULI GARRETA";"3";"";"N";"";"";"N";"";"BS";"1";"1213";"485066";"4647527";"2,81973365";"41,97960042"
"BAR AMB MÚSICA DE FONS AMBIENTAL";"BROTS DE VI";"161";"CR";"CORT REIAL";"1";"";"N";"";"";"N";"";"BS";"3";"5798";"485542";"4648085";"2,82546564";"41,98463501"
"HABITATGE D'ÚS TURÍSTIC";"GIROROOMS";"581";"PJ";"SANT MARTÍ";"8";"";"N";"";"";"N";"";"1";"1";"5860";"485630";"4648043";"2,82652898";"41,98425834"
"TALLER MECÀNIC D'AUTOREPARACIÓ DE VEHICLES";"GIROBOX AUTO";"733";"CR";"TRENS PETITS";"4";"";"N";"";"";"N";"";"";"";"9049";"484048";"4645326";"2,80750527";"41,95975679"
"PERRUQUERIA";"NINA";"556";"CR";"RUTLLA";"45";"";"N";"47";"";"N";"";"BS";"2";"1268";"485336";"4647180";"2,82300143";"41,97648018"
"MAGATZEM DE ROBA I COMPLEMENTS";"MASSIMO DUTTI";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"40";"";"N";"";"";"N";"";"BS";"2";"1372";"484928";"4647368";"2,81807196";"41,97816573"
"AGÈNCIA D'ASSEGURANCES";"PLUS ULTRA SEGUROS";"386";"CR";"MIGDIA";"37";"";"N";"";"";"N";"";"4";"5";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"OFICINA D'ASSEGURANCES";"PREBAL";"383";"CR";"MESTRE FRANCESC CIVIL";"8";"";"N";"";"";"N";"";"BS";"2";"4233";"484709";"4647724";"2,81541925";"41,98136788"
"BAR SENSE ELEMENTS DE COCCIÓ";"K-BO";"330";"RB";"LLIBERTAT";"34";"";"N";"";"";"N";"";"BS";"1";"5748";"485451";"4648006";"2,82436906";"41,98392181"
"COMERÇ AL DETALL DE MATERIAL DE CONSTRUCCIÓ I VIDRES";"CRISTALBOX";"56";"CR";"BARCELONA";"477";"";"N";"";"";"N";"";"BS";"";"12167";"483991";"4644317";"2,80684488";"41,95066789"
"OFICINA DE CONSULTORIA";"BANCA MARCH";"681";"CR";"VERN";"2";"";"N";"";"";"N";"";"1";"";"124";"485424";"4647730";"2,82404997";"41,98143547"
"MAGATZEM DE DISTRIBUCIÓ D'OBERTURES DE PVC I ALUMINI";"GREEN PVC";"733";"CR";"TRENS PETITS";"5";"";"N";"7";"";"N";"";"";"";"9048";"483979";"4645328";"2,80667258";"41,95977341"
"CENTRE SANITARI DE MEDICINA ESTÈTICA";"CLÍNICA NEZAR";"114";"CR";"CANONGE DORCA";"13";"";"S";"";"";"N";"";"BS";"";"4225";"484768";"4647837";"2,81612852";"41,98238677"
"SERVEIS D'OCI I ENTRETENIMENT";"ESCAPIS";"426";"CR";"NORD";"6";"";"N";"";"";"N";"";"BS";"5";"3789";"485332";"4648122";"2,82292964";"41,98496437"
"FARMÀCIA";"FARMÀCIA ANNA FINA";"585";"AV";"SANT NARCÍS";"111";"";"N";"";"";"N";"";"BS";"1";"9269";"484385";"4646426";"2,81154267";"41,96967088"
"OFICINA D'ÚS ADMINISTRATIU";"GURIT BALSA";"260";"GV";"JAUME I";"76";"";"N";"";"";"N";"";"4";"1";"1192";"485169";"4647603";"2,82097503";"41,98028687"
"BUGADERIA NO INDUSTRIAL";"""LA TINTORERA""";"596";"CR";"SANTA EUGÈNIA";"30";"";"N";"";"";"N";"";"BS";"2";"3898";"484864";"4647778";"2,81728889";"41,98185723"
"TALLER DE SERRALLERIA AMB CABINA DE PINTURA";"I.S.E.";"280";"CR";"ILLA DE FORMENTERA";"41";"";"N";"";"";"N";"";"BS";"1";"6912";"485372";"4650650";"2,82334956";"42,00773388"
"HABITATGE D'ÚS TURÍSTIC";"SANT DANIEL";"562";"CR";"SANT DANIEL";"4";"";"N";"";"";"N";"";"BS";"1";"6921";"485712";"4648506";"2,82750760";"41,98842991"
"LLIBRERIA";"RE-READ LLIBRERIA LOWCOST";"51";"CR";"BALLESTERIES";"4";"";"N";"6";"";"N";"";"BS";"2";"5952";"485513";"4648177";"2,82511329";"41,98546309"
"OFICINA IMMOBILIARIA";"HABIGEST";"386";"CR";"MIGDIA";"23";"";"N";"";"";"N";"";"BS";"1";"1422";"485154";"4647156";"2,82080525";"41,97626061"
"FRUITERIA I COMESTIBLES";"EL VERDULAIRE DEL CARME";"125";"CR";"CARME";"18";"";"N";"";"";"N";"";"BS";"2";"603";"485574";"4646991";"2,82587878";"41,97478231"
"HABITATGE D'ÚS TURÍSTIC";"GIROROOMS";"455";"RD";"PEDRET";"8";"";"N";"";"";"N";"";"1";"4";"6642";"485457";"4648697";"2,82442439";"41,99014551"
"CENTRE D'ESTÈTICA";"AIRA";"48";"CR";"BALANDRAU";"9";"";"N";"";"";"N";"";"BS";"2";"10691";"484082";"4647012";"2,80786992";"41,97494272"
"OFICINA DE LLOGUER DE VEHICLES";"HERTZ";"56";"CR";"BARCELONA";"33";"";"N";"";"";"N";"";"BS";"3";"1230";"484958";"4647498";"2,81843075";"41,97933717"
"ACADÈMIA";"IL CANGURINO";"136";"CR";"CASTELL DE PERALADA";"20";"";"N";"";"";"N";"";"BS";"";"2141";"485311";"4646535";"2,82271578";"41,97067041"
"CENTRE D'ESTÈTICA";"ESSÈNCIA";"122";"CR";"CARDENAL MARGARIT";"14";"";"N";"";"";"N";"";"BS";"2";"1436";"485173";"4647132";"2,82103519";"41,97604481"
"BOTIGA D'APARELLS D'ELECTRÒNICA";"FACTORIA 81";"350";"CR";"JOSEP MALUQUER I SALVADOR";"10";"";"N";"";"";"N";"";"BS";"2";"2695";"485135";"4647211";"2,82057453";"41,97675562"
"TALLER D'ART";"AMAH TALLER D'ART";"412";"CR";"MORA";"2";"";"N";"";"";"N";"";"BS";"";"42";"485573";"4647858";"2,82584543";"41,98259107"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA HOUSING GINESTA 9";"253";"CR";"GINESTA";"9";"";"N";"";"";"N";"";"1";"1";"1058";"485285";"4647754";"2,82237148";"41,98164905"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA HOUSING GINESTA 9";"253";"CR";"GINESTA";"9";"";"N";"";"";"N";"";"1";"2";"1058";"485285";"4647754";"2,82237148";"41,98164905"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA HOUSING GINESTA 9";"253";"CR";"GINESTA";"9";"";"N";"";"";"N";"";"2";"1";"1058";"485285";"4647754";"2,82237148";"41,98164905"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA HOUSING GINESTA 9";"253";"CR";"GINESTA";"9";"";"N";"";"";"N";"";"3";"1";"1058";"485285";"4647754";"2,82237148";"41,98164905"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA HOUSING GINESTA 9";"253";"CR";"GINESTA";"9";"";"N";"";"";"N";"";"3";"2";"1058";"485285";"4647754";"2,82237148";"41,98164905"
"LLIBRERIA I VENDA D'OBJECTES DE REGAL";"MEDITARAGIRONA";"55";"CR";"BARCA";"15";"";"N";"";"";"N";"";"BS";"1";"6069";"485443";"4648535";"2,82425938";"41,98868617"
"BAR RESTAURANT (CAT.2)";"KEBAB GÜELL";"262";"CR";"RIU GÜELL";"47";"";"N";"";"";"N";"";"BS";"1";"8926";"484596";"4647789";"2,81405351";"41,98195111"
"AUTOSERVEI D'ALIMENTACIÓ";"CASA  AMETLLER";"56";"CR";"BARCELONA";"13";"";"N";"";"";"N";"";"BS";"2";"1156";"485006";"4647665";"2,81900588";"41,98084219"
"GABINET AUDIOPROTÈSIC";"WIDEX AUDÍFONS";"317";"CR";"JULI GARRETA";"18";"";"N";"";"";"N";"";"BS";"1";"1245";"485012";"4647483";"2,81908295";"41,97920310"
"HABITATGE D'ÚS TURÍSTIC";"QLODGING";"51";"CR";"BALLESTERIES";"26";"";"N";"";"";"N";"";"2";"";"8632";"485494";"4648244";"2,82488227";"41,98606618"
"BOTIGA I MAGATZEM D'ARTICLES DE FONTANERIA I SANITARIS";"MAFONSA";"722";"CR";"SARRIÀ DE TER";"20";"";"N";"";"";"N";"";"";"";"12106";"484056";"4645538";"2,80759606";"41,96166637"
"VENDA AMB MÀQUINES EXPENEDORES AUTOMÀTIQUES";"PICA PICA";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"4";"";"N";"";"";"N";"";"BS";"2";"1271";"485320";"4647256";"2,82280641";"41,97716438"
"VENDA D'ALIMENTACIÓ PER A ANIMALS";"TERRANOVA CNC";"556";"CR";"RUTLLA";"20";"";"N";"";"";"N";"";"BS";"2";"1299";"485357";"4647368";"2,82325022";"41,97817382"
"COMERÇ AL DETALL D'APARELLS ELECTRÒNICS I ACCESSORIS";"TECNOGALLERY";"427";"CR";"NOU";"22";"";"N";"";"";"N";"";"BS";"1";"3686";"485119";"4647875";"2,82036460";"41,98273573"
"CONSULTORI TERAPÈUTIC";"ESPAILÚDIC ESPAITERAPÈUTIC GIRONA";"596";"CR";"SANTA EUGÈNIA";"18";"";"N";"";"";"N";"";"1";"2";"3923";"484927";"4647808";"2,81804861";"41,98212864"
"BOTIGA DE ROBA I COMPLEMENTS";"THE LIVING ROOM";"272";"CR";"HORTES";"7";"";"N";"";"";"N";"";"BS";"";"3750";"485324";"4648061";"2,82283459";"41,98441482"
"HABITATGE D'ÚS TURÍSTIC";"";"551";"CR";"ROSA";"11";"A";"N";"";"";"N";"";"";"";"11311";"485617";"4648618";"2,82635797";"41,98943692"
"FLECA AMB DEGUSTACIÓ";"ADRIANA";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"41";"";"N";"";"";"N";"";"BS";"3";"2386";"484847";"4646412";"2,81711888";"41,96955381"
"BOTIGA D'OBJECTES DE REGAL";"GRAN NOU MERCAT";"56";"CR";"BARCELONA";"211";"";"N";"";"";"N";"";"BS";"1";"3545";"484414";"4645616";"2,81191413";"41,96237605"
"BOTIGA AMB DEGUSTACIÓ";"BYEBYEBLAT";"196";"PL";"SALVADOR ESPRIU";"7";"";"N";"";"";"N";"";"BS";"";"1092";"485325";"4647606";"2,82285802";"41,98031681"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA RIVERSIDE";"51";"CR";"BALLESTERIES";"23";"";"N";"";"";"N";"";"2";"";"6004";"485484";"4648223";"2,82476207";"41,98587686"
"FARMÀCIA";"FARMÀCIA MONTSE GUIXERES";"566";"CT";"SANT FELIU";"25";"";"N";"";"";"N";"";"";"";"11380";"486605";"4646580";"2,83833222";"41,97109877"
"OFICINA COMERCIAL DE VIGILÀNCIA I SERVEIS AUXILIARS";"GRUPO SEGUR";"595";"CT";"SANTA COLOMA";"6";"";"N";"";"";"N";"";"BS";"";"4880";"484354";"4646308";"2,81117167";"41,96860748"
"COMERÇ D'ARTICLES FUNERARIS I SERVEIS FUNERARIS SENSE TANATORI";"QUALIBET HORA";"554";"CR";"ANTONI ROVIRA I VIRGILI";"1";"";"N";"";"";"N";"";"BS";"";"4708";"484280";"4647388";"2,81024972";"41,97833320"
"HABITATGE D'ÚS TURÍSTIC";"ALLOTJAMENTS SINGULARS";"16";"CR";"ALEMANYS";"10";"";"N";"";"";"N";"";"1";"";"5880";"485702";"4648271";"2,82739259";"41,98631316"
"HABITATGE D'ÚS TURÍSTIC";"ALLOTJAMENTS SINGULARS";"16";"CR";"ALEMANYS";"10";"";"N";"";"";"N";"";"2";"";"5880";"485702";"4648271";"2,82739259";"41,98631316"
"HABITATGE D'ÚS TURÍSTIC";"ALLOTJAMENT SINGULAR";"16";"CR";"ALEMANYS";"10";"";"N";"";"";"N";"";"3";"";"5880";"485702";"4648271";"2,82739259";"41,98631316"
