"Descripcio";"Nom_comercial";"Codi_carrer";"Codi_via";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"?";"Pàrking Eiximenis S.A.";"306";"PL";"JORDI DE SANT JORDI";"6";"";"N";"";"";"N";"";"ST";"";"3815";"485234";"4648069";"2,82174793";"41,98448519"
"?";"Pàrking Pl. Constitució S.A.";"612";"CR";"SÈQUIA";"4";"";"N";"";"";"N";"";"";"";"11810";"485176";"4647969";"2,82105030";"41,98358343"
"PERRUQUERIA";"BERKANE";"188";"CR";"EMPÚRIES";"27";"";"N";"";"";"N";"";"BS";"1";"4896";"484245";"4646347";"2,80985514";"41,96895657"
"VENDA I RESTAURACIÓ ARTESANAL DE LAMPARES";"IFUR";"841";"DI";"SANT DANIEL";"23";"";"N";"";"";"N";"";"";"";"10551";"486683";"4648632";"2,83922713";"41,98958176"
"?";"Cementiri de Sant Daniel";"841";"DI";"SANT DANIEL";"24";"";"N";"";"";"N";"";"";"";"10552";"486723";"4648659";"2,83970943";"41,98982562"
"RESIDÈNCIA CANINA I ENSINISTRAMENT";"EL ROCATER";"841";"DI";"SANT DANIEL";"13";"";"N";"";"";"N";"";"";"";"10541";"486788";"4648134";"2,84050596";"41,98509822"
"?";"Associació de Veïns i comerciants de Sant Ponç";"195";"CR";"ESPORT";"17";"";"N";"";"";"N";"";"2";"4";"7296";"485176";"4649190";"2,82101949";"41,99458054"
"?";"Autonet";"458";"CR";"PEP COLOMER I MARTÍ";"9";"";"N";"";"";"N";"";"";"";"7291";"485104";"4649393";"2,82014504";"41,99640753"
"LOCAL SOCIAL I OFICINES";"SINDICAT DEL TAXI";"77";"CR";"CARLES DE BOLÓS";"2";"";"N";"";"";"N";"";"BS";"3";"8396";"485778";"4646793";"2,82834583";"41,97300270"
"PASTISSERIA - FLECA AMB OBRADOR";"L'ESPIGA D'OR";"678";"CR";"VALLADOLID";"13";"";"N";"";"";"N";"";"BS";"2";"5310";"484192";"4646488";"2,80921170";"41,97022545"
"OFICINES I SERVEIS VINCULADES AL COMERÇ DE MATERIAL ELÈCTRIC I ELECTRODOMÈSTICS";"AIR PURE SPIRIT";"808";"CR";"CANET D'ADRI";"6";"";"N";"8";"";"N";"";"";"";"10693";"483089";"4648972";"2,79582811";"41,99257505"
"?";"VIAJES HOLIDAYSINSPAIN.COM";"140";"PL";"CATALUNYA";"14";"";"N";"";"";"N";"";"1";"D";"112";"485420";"4647715";"2,82400206";"41,98130030"
"?";"BERENGUER ENGINYERS, ENGINYERIA AGRO-INDUSTRIAL";"419";"CR";"NARCÍS BLANCH I ILLA";"41";"";"N";"";"";"N";"";"1";"A";"1671";"484947";"4646445";"2,81832492";"41,96985294"
"BAR";"KICK-OFF";"689";"RB";"XAVIER CUGAT";"44";"";"N";"";"";"N";"";"BS";"1";"7466";"484545";"4648959";"2,81340711";"41,99248788"
"FARMÀCIA";"FARMÀCIA GLÒRIA ALDEHUELO";"624";"CT";"TAIALÀ";"17";"";"N";"";"";"N";"";"BS";"";"7736";"483977";"4649131";"2,80654482";"41,99402567"
"EXPOSICIÓ, VENDA I REPARACIÓ AMB PINTURA DE VEHICLES";"GARATGE ANDREU";"900";"CR";"ANTONI BARNÉS I GULTRESA";"8";"";"N";"";"";"N";"";"";"";"12195";"483405";"4645482";"2,79974175";"41,96114856"
"ABOCADOR CONTROLAT DE TERRES I RUNES DE LA CONSTRUCCIÓ";"";"99";"DI";"CAMPDORÀ";"1";"";"N";"";"";"N";"";"BS";"4";"10358";"486076";"4651633";"2,83182784";"42,01660014"
"VENDA AL DETALL DE FRUITES";"FRUITES FILLS DE JOSEP MERCADER, SL";"556";"CR";"RUTLLA";"220";"";"N";"";"";"N";"";"BS";"";"2197";"485190";"4646438";"2,82125786";"41,96979450"
"MAGATZEM I TALLER D'INSTAL·LACIONS DEL FRED";"";"12";"CR";"ALACANT";"33";"";"N";"";"";"N";"";"";"";"10834";"484332";"4645954";"2,81091559";"41,96541868"
"MAGATZEM DE MATERIALS DE CONSTRUCCIÓ";"";"722";"CR";"SARRIÀ DE TER";"40";"";"N";"42";"";"N";"";"";"";"11522";"484084";"4645438";"2,80793665";"41,96076627"
"oficines administratives";"";"118";"CR";"CAP DE CREUS";"4";"";"N";"";"";"N";"";"BS";"";"10833";"484475";"4647601";"2,81259785";"41,98025548"
"ELABORACIÓ I VENDA DE PLATS CUINATS";"CUINA ARTESANA";"587";"PL";"SANT PERE";"11";"";"N";"";"";"N";"";"BS";"";"10956";"485541";"4648661";"2,82543939";"41,98982282"
"TALLER DE CALDERERIA";"IJI";"809";"CR";"ADRI";"15";"";"N";"";"";"N";"";"BS";"";"11310";"483216";"4648899";"2,79736349";"41,99192028"
"OFICINES ADMINISTRATIVES DE L'AGÈNCIA TRIBUTÀRIA";"";"438";"CR";"OVIEDO";"30";"";"N";"32";"";"N";"";"";"";"11829";"484522";"4646678";"2,81318948";"41,97194326"
"CENTRE D'ESTÈTICA";"";"260";"GV";"JAUME I";"35";"";"N";"";"";"N";"";"BS";"3";"3687";"485097";"4647899";"2,82009842";"41,98295148"
"BAR-RESTAURANT (CAT. 3)";"KÖNIG";"386";"CR";"MIGDIA";"7";"";"N";"";"";"N";"";"BS";"";"11240";"485189";"4647248";"2,82122539";"41,97708988"
"CONSULTA DE PREPARACIÓ FÍSICA I ASSESSORAMENT ESPORTIU";"";"312";"PL";"JOSEP PALLACH I CAROLÀ";"10";"";"N";"";"";"N";"";"BS";"1";"2701";"485084";"4647152";"2,81996044";"41,97622326"
"OFICINA BANCÀRIA";"EVO BANCO";"56";"CR";"BARCELONA";"10";"";"N";"";"";"N";"";"BS";"";"1115";"484975";"4647729";"2,81863005";"41,98141803"
"RESIDÈNCIA D'ESTUDIANTS";"Residència d'estudiants del Monestir de Sant Daniel";"397";"CR";"MONGES";"2";"";"N";"4";"";"N";"";"BS";"";"7038";"486215";"4648496";"2,83358030";"41,98834880"
"ACADÈMIA DE MÚSICA";"";"556";"CR";"RUTLLA";"248";"";"N";"";"";"N";"";"BS";"";"2209";"485178";"4646304";"2,82111641";"41,96858738"
"COMERÇ AL DETALL DE COMPLEMENTS DE MODA I ARTICLES DE VIATGE";"BIBA";"593";"CR";"SANTA CLARA";"22";"";"N";"";"";"N";"";"BS";"";"3730";"485349";"4647953";"2,82313908";"41,98344256"
"VENDA, LLOGUER, LEASING, RENTING I FINANÇAMENT VEHICLES";"AUTO MULLER GIRONA";"595";"CT";"SANTA COLOMA";"8";"";"N";"";"";"N";"";"";"";"4880";"484354";"4646308";"2,81117167";"41,96860748"
"AUTO-ESCOLA";"AUTOESCOLA FPC";"56";"CR";"BARCELONA";"25";"";"N";"";"";"N";"";"BS";"1";"1234";"484980";"4647558";"2,81869477";"41,97987799"
"BOTIGA D'APARELLS ESPECÍFICS PER AL COL·LECTIU DE LA TERCERA EDAT";"";"122";"CR";"CARDENAL MARGARIT";"1";"";"S";"";"";"N";"";"BS";"";"1448";"485207";"4647194";"2,82144402";"41,97660386"
"APARCAMENTS PÚBLICS";"";"392";"PL";"MIQUEL DE PALOL";"8";"";"N";"";"";"N";"";"";"";"11224";"484638";"4647843";"2,81455909";"41,98243829"
"COMERÇ AL DETALL DE MÀQUINES DE COSIR I ACCESSORIS";"";"556";"CR";"RUTLLA";"148";"";"N";"";"";"N";"";"BS";"2";"1750";"485231";"4646821";"2,82174307";"41,97324482"
"BOTIGA DE TOTA MENA D'ARTICLES";"";"298";"CR";"JOAN REGLÀ";"10";"";"N";"";"";"N";"";"BS";"2";"1897";"485322";"4646589";"2,82284719";"41,97115698"
"TALLER AUXILIAR D'EXPEDICIÓ-RECEPCIÓ DE MATERIAL D'IMPREMTA";"PALAHÍ";"114";"CR";"CANONGE DORCA";"12";"";"N";"";"";"N";"";"BS";"";"4153";"484793";"4647862";"2,81642966";"41,98261242"
"EMPRESA INSTAL.LADORA DE TELECOMUNICACIONS";"COMSIS, S.C";"604";"CR";"SANTIAGO";"16";"";"N";"";"";"N";"";"BS";"1";"2529";"484662";"4646335";"2,81488814";"41,96885672"
"CENTRE DE FORMACIÓ";"BDG FORMACIÓ";"56";"CR";"BARCELONA";"181";"";"N";"183";"";"N";"";"1";"3";"10822";"484510";"4645925";"2,81306448";"41,96516101"
"FARMÀCIA";"FARMÀCIA MARTA BOADA ORDIS";"686";"GR";"VILA-ROJA";"177";"";"N";"";"";"N";"";"";"";"890";"487100";"4646575";"2,84430659";"41,97106199"
"BOTIGA D'ARTICLES DE FESTA";"PARTY FIESTA";"74";"CR";"TOMÁS DE LORENZANA";"41";"";"N";"";"";"N";"";"BS";"";"1363";"485033";"4647412";"2,81933824";"41,97856402"
"PERRUQUERIA";"PERRUQUERIA CRISTINA";"644";"CR";"TORRE DE TAIALÀ";"59";"";"N";"";"";"N";"";"BS";"4";"8161";"484044";"4649301";"2,80734912";"41,99555816"
"?";"CEIP VILA-ROJA";"686";"GR";"VILA-ROJA";"180";"";"N";"";"";"N";"";"";"";"810";"487151";"4646495";"2,84492387";"41,97034229"
"?";"ESCOAL BRESSOL CAVALL FORT";"496";"CR";"PRUNER";"1";"";"N";"";"";"N";"";"";"";"631";"486981";"4646895";"2,84286327";"41,97394217"
"?";"CEIP FONT DE LA PÓLVORA";"496";"CR";"PRUNER";"1";"";"N";"";"";"N";"";"";"";"631";"486981";"4646895";"2,84286327";"41,97394217"
"BIBLIOTECA";"BIBLIOTECA ANTÒNIA ADROHER";"105";"CR";"CAN SUNYER";"46";"";"N";"";"";"N";"";"BS";"1";"12081";"484197";"4649112";"2,80920150";"41,99385899"
"BAR RESTAURANT (CAT. 3)";"VASARELY";"560";"RD";"SANT ANTONI MARIA CLARET";"23";"";"N";"";"";"N";"";"BS";"";"1186";"485134";"4647560";"2,82055363";"41,97989892"
"BAR";"L'ALTELL";"296";"CR";"JOAN MARAGALL";"3";"";"N";"";"";"N";"";"BS";"2";"1084";"485311";"4647666";"2,82268753";"41,98085695"
"BAR-RESTAURANT (CAT. 1)";"SANT PERE";"587";"PL";"SANT PERE";"1";"";"N";"";"";"N";"";"BS";"2";"6324";"485493";"4648614";"2,82486106";"41,98939862"
"ELABORACIÓ DE PLATS PRECUINATS";"";"459";"CR";"PERE COMPTE";"4";"";"N";"";"";"N";"";"BS";"1";"5593";"484421";"4647365";"2,81195228";"41,97812885"
"?";"ARGENCE";"427";"CR";"NOU";"37";"";"N";"";"";"N";"";"BS";"3";"3656";"485118";"4647850";"2,82035316";"41,98251055"
"CENTRE CÍVIC";"CENTRE CÍVIC DEL TER";"105";"CR";"CAN SUNYER";"46";"";"N";"";"";"N";"";"BS";"1";"12081";"484197";"4649112";"2,80920150";"41,99385899"
"?";"BARO";"427";"CR";"NOU";"4";"";"N";"";"";"N";"";"BS";"3";"3695";"485283";"4647883";"2,82234411";"41,98281087"
"GALERIA D(ART";"EL CLAUSTRE";"427";"CR";"NOU";"8";"";"N";"";"";"N";"";"BS";"3";"3696";"485259";"4647883";"2,82205439";"41,98281042"
"?";"FERNANDEZ";"427";"CR";"NOU";"16";"";"N";"";"";"N";"";"BS";"2";"3683";"485156";"4647877";"2,82081119";"41,98275445"
"BOTIGA D'ARTICLES DE CONFECCIÓ";"CANIGÓ";"427";"CR";"NOU";"20";"";"N";"";"";"N";"";"BS";"1";"3685";"485130";"4647875";"2,82049738";"41,98273594"
"BOTIGA DE TOTA CLASSE D'ARTICLES";"QIUTAO";"603";"CR";"SANTANDER";"2";"";"N";"";"";"N";"";"BS";"";"4652";"484549";"4647119";"2,81350377";"41,97591573"
"BAR I OBRADOR AMB VENDA  AL DETALL DE PA I PASTISSERIA";"FLECA ALIU";"628";"CR";"TAQUÍGRAF MARTÍ";"1";"";"N";"";"";"N";"";"BS";"1";"514";"485614";"4647107";"2,82635874";"41,97582781"
"?";"A d'assegurances";"454";"CR";"PEDRET";"5";"";"N";"";"";"N";"";"1";"";"6286";"485573";"4648733";"2,82582395";"41,99047188"
"?";"LOCAL SOCIAL DE VISTA ALEGRE";"837";"PT";"PICAPEDRERS";"1";"";"N";"";"";"N";"";"";"";"135";"485634";"4647326";"2,82659479";"41,97780064"
"BAR MUSICAL I TERRASSA PRIVADA";"CASINO GIRONA";"511";"AV";"RAMON FOLCH";"3";"";"N";"";"";"N";"";"BS";"1";"10338";"485316";"4648216";"2,82273414";"41,98581070"
"?";"PASTISSERIA REVERTER";"560";"RD";"SANT ANTONI MARIA CLARET";"15";"";"N";"19";"";"N";"";"BS";"2";"1188";"485109";"4647573";"2,82025153";"41,98001554"
"?";"IMMOBILIARIA BOADAS S.A.";"560";"RD";"SANT ANTONI MARIA CLARET";"11";"";"N";"";"";"N";"";"EN";"";"1172";"485083";"4647597";"2,81993708";"41,98023120"
"?";"972 DISSENY";"596";"CR";"SANTA EUGÈNIA";"10";"";"N";"";"";"N";"";"5";"A";"3920";"484945";"4647816";"2,81826568";"41,98220104"
"?";"EUROHOSTESSES-MP4";"596";"CR";"SANTA EUGÈNIA";"10";"";"N";"";"";"N";"";"5";"B";"3920";"484945";"4647816";"2,81826568";"41,98220104"
"MENJADOR COL·LECTIU PER A INDIGENTS";"FUNDACIO CENTRE D'ACOLLIMENT I DE SERVEIS SOCIALS";"150";"CR";"CLAVERIA";"5";"";"N";"";"";"N";"";"";"";"5922";"485579";"4648300";"2,82590702";"41,98657211"
"BAR";"SELES";"636";"PL";"TOMÀS BARAUT I OBIOLS";"5";"";"N";"";"";"N";"";"BS";"1";"6805";"485444";"4650314";"2,82422737";"42,00470899"
"?";"ESCRIBA&NADAL ARQUITECTES";"143";"PJ";"CATEDRAL";"6";"";"N";"";"";"N";"";"1";"";"5936";"485562";"4648304";"2,82570169";"41,98660783"
"BAR MUSICAL I CAFÈ CONCERT";"SALERO CLUB";"184";"CR";"FRANCESC EIXIMENIS";"14";"";"N";"";"";"N";"";"BS";"2";"3815";"485234";"4648069";"2,82174793";"41,98448519"
"?";"CORCOY: AGÈNCIA TRANSPORTS";"596";"CR";"SANTA EUGÈNIA";"30";"";"N";"";"";"N";"";"BS";"1";"3898";"484864";"4647778";"2,81728889";"41,98185723"
"SALA D'ENREGISTRAMENT I ASSAIG";"FANSON MUSIC";"598";"PL";"SANTA EUGÈNIA";"2";"";"N";"";"";"N";"";"BS";"1";"5261";"483719";"4647191";"2,80348359";"41,97654750"
"XOCOLATERIA I CONFITERIA";"PETIT PLAISIR";"386";"CR";"MIGDIA";"23";"";"N";"";"";"N";"";"BS";"3";"1422";"485154";"4647156";"2,82080525";"41,97626061"
"?";"CONVENT ESCLAVAS DEL STMO. SACRAMENTO Y DE LA INMACULADA";"191";"CR";"ESCOLA PIA";"4";"";"N";"";"";"N";"";"";"";"5888";"485604";"4648199";"2,82621129";"41,98566290"
"HABITATGE D'ÚS TURÍSTIC";"";"55";"CR";"BARCA";"16";"";"N";"18";"";"N";"";"1";"1";"11169";"485463";"4648528";"2,82450101";"41,98862350"
"OFICINES (ÚS ADMINISTRATIU)";"DIPSALUT";"716";"CR";"PIC DE PEGUERA";"15";"";"N";"";"";"N";"";"";"";"12172";"486484";"4646154";"2,83688163";"41,96725985"
"BOTIGA DE PRODUCTES ALIMENTARIS";"BON ÀREA";"596";"CR";"SANTA EUGÈNIA";"48";"";"N";"";"";"N";"";"BS";"1";"4250";"484649";"4647653";"2,81469684";"41,98072724"
"VENDA DE PRODUCTES I COMPLEMENTS PER ANIMALS I PERRUQUERIA CANINA";"CAP I CUA";"689";"RB";"XAVIER CUGAT";"29";"";"N";"31";"";"N";"";"BS";"1";"7447";"484616";"4648912";"2,81426554";"41,99206596"
"CARNISSERIA AMB OBRADOR I ELABORACIÓ I VENDA DE PLATS CUINATS";"KIKU";"689";"RB";"XAVIER CUGAT";"33";"";"N";"35";"";"N";"";"BS";"2";"7447";"484616";"4648912";"2,81426554";"41,99206596"
"HABITATGE D'ÚS TURÍSTIC";"APARTAMENT CAN ROURA";"841";"DI";"SANT DANIEL";"26";"";"N";"";"";"N";"";"BS";"1";"10554";"486838";"4648790";"2,84109486";"41,99100742"
"VENDA D'ARTICLES TEXTILS, ROBA LLAR, MATALASSERIA";"ALMACENES J. SANCHEZ: TEIXITS I CONFECCIONS";"596";"CR";"SANTA EUGÈNIA";"118";"";"N";"";"";"N";"";"BS";"";"4731";"484181";"4647427";"2,80905368";"41,97868248"
"?";"JORDI PORXAS: CARNS I EMBOTITS";"605";"CR";"SANTIAGO RUSIÑOL";"13";"";"N";"";"";"N";"";"BS";"1";"5510";"484451";"4647413";"2,81231312";"41,97856176"
"?";"AECE EMPRESISTA, COMPTABLE FISCAL, LABORAL GESTIÓ D'EMPRESES";"836";"PG";"SANTA EUGÈNIA";"2";"";"N";"";"";"N";"";"BS";"1";"9405";"483510";"4647169";"2,80096153";"41,97634501"
"?";"CAN FALLO";"143";"PJ";"CATEDRAL";"12";"";"N";"";"";"N";"";"";"";"5924";"485644";"4648350";"2,82669048";"41,98702363"
"CENTRE DOCENT - FACULTAT DE LLETRES";"FACULTAT DE LLETRES";"745";"PL";"JOSEP FERRATER I MORA";"1";"";"N";"";"";"N";"";"";"";"5877";"485755";"4648117";"2,82803615";"41,98492710"
"?";"GUILLAMET";"330";"RB";"LLIBERTAT";"7";"";"N";"";"";"N";"";"BS";"2";"5766";"485406";"4647970";"2,82382673";"41,98359673"
"?";"LA PENYORA";"428";"CR";"NOU DEL TEATRE";"3";"";"N";"";"";"N";"";"BS";"2";"26";"485526";"4647854";"2,82527818";"41,98255418"
"GELATERIA AMB OBRADOR I DEGUSTACIÓ";"LA LLETERA";"55";"CR";"BARCA";"1";"";"N";"";"";"N";"";"BS";"1";"6062";"485432";"4648488";"2,82412775";"41,98826266"
"SERVEI DE CONTROL DE PLAGUES I CONTROL DE LEGIONEL·LA";"BITXOS.NET";"161";"CR";"CORT REIAL";"18";"";"N";"";"";"N";"";"PR";"1";"5809";"485511";"4648142";"2,82509001";"41,98514782"
"FARMÀCIA";"FARMÀCIA FOLCH RUBAU";"851";"CR";"PAU VILA I DINARÈS";"12";"";"N";"";"";"N";"";"BS";"";"11802";"484924";"4646686";"2,81804116";"41,97202311"
"CENTRE DE CULTE";"";"727";"CR";"CASTELL DE BELLAGUARDA";"13";"";"N";"";"";"N";"";"";"";"12048";"483375";"4649217";"2,79927412";"41,99478776"
"CENTRE DE DIA PER A LA GENT GRAN";"";"21";"AV";"MARIANO ÁLVAREZ DE CASTRO";"5";"";"N";"";"";"N";"";"BS";"";"1142";"485059";"4647751";"2,81964346";"41,98161777"
"VENDA D'ARTICLES DE PASTISSERIA I FLECA SENSE OBRADOR";"PASTISSERIA NÈCTAR";"426";"CR";"NORD";"22";"";"N";"";"";"N";"";"BS";"1";"3850";"485310";"4648204";"2,82266201";"41,98570251"
"BOTIGA I MAGATZEM D'ARTICLES DE SOLDADURA I ACCESSORIS";"VALENTÍ";"478";"CR";"PONT MAJOR";"118";"";"N";"";"";"N";"";"BS";"";"7278";"485682";"4651316";"2,82707692";"42,01373798"
"BOTIGA D'ALIMENTACIÓ I BEGUDES";"CAN PRATS";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"81";"";"N";"";"";"N";"";"BS";"3";"10889";"485045";"4646345";"2,81951023";"41,96895414"
"COMERÇ I MANTENIMENT DE MÀQUINES RECREATIVES";"CODERE";"862";"CR";"CAN BENET DEL RIU";"10";"";"N";"";"";"N";"";"";"";"12199";"483066";"4648412";"2,79556656";"41,98753084"
"OFICINES";"";"31";"CT";"ANTIGA D'AMER";"12";"";"N";"";"";"N";"";"2";"1";"12123";"482896";"4648612";"2,79350845";"41,98932850"
"ÒPTICA";"ÒPTICA UNIVERSITÀRIA";"296";"CR";"JOAN MARAGALL";"49";"";"N";"";"";"N";"";"BS";"1";"2691";"485065";"4647199";"2,81972991";"41,97664621"
"ESTADI MUNICIPAL";"ESTADI MUNICIPAL DE MONTILIVI";"402";"AV";"MONTILIVI";"141";"";"N";"";"";"N";"";"";"";"3357";"485728";"4645468";"2,82777449";"41,96106794"
"CAMP DE FUTBOL";"CAM MUNICIPAL DE GERMANS SÀBAT";"251";"GR";"GERMANS SÀBAT";"255";"";"N";"";"";"N";"";"";"";"12163";"483731";"4649563";"2,80356276";"41,99791149"
"CAMP DE FUTBOL";"CAMP MUNICIPAL DE FONTAJAU";"322";"AV";"AMICAL MAUTHAUSEN";"26";"";"N";"";"";"N";"";"";"";"12164";"484837";"4649201";"2,81692625";"41,99467316"
"CAMP DE FUTBOL";"CAMP MUNICIPAL DE CAN GIBERT";"752";"CR";"ENRIC MARQUÈS I RIBALTA";"1";"A";"N";"";"";"N";"";"";"";"12229";"483893";"4646494";"2,80560290";"41,97027344"
"CAMP DE FUTBOL";"CAMP MUNICIPAL DE VILA-ROJA";"686";"GR";"VILA-ROJA";"181";"";"N";"";"";"N";"";"";"";"12162";"487186";"4646565";"2,84534476";"41,97097333"
"CAMP DE FUTBOL";"CAMP MUNICIPAL DE PONT MAJOR";"481";"CR";"PORTLLIGAT";"7";"";"N";"";"";"N";"";"";"";"12165";"485245";"4650975";"2,82180772";"42,01065865"
"PAVELLÓ ESPORTIU";"PALAU 2 - PISTA D'HOQUEI I PATINATGE";"10";"CR";"JOSEP AGUILERA I MARTÍ";"4";"";"N";"";"";"N";"";"BS";"2";"2322";"485051";"4645835";"2,81959560";"41,96436085"
"PISTES DE TENNIS I PÀDEL";"ZONA ESPORTIVA LA DEVESA - FRONTÓ I PISTES DE TENNIS";"179";"PG";"DEVESA";"38";"";"N";"";"";"N";"";"";"3";"8722";"484598";"4648282";"2,81406473";"41,98639143"
"SERVEIS JURÍDICS";"";"184";"CR";"FRANCESC EIXIMENIS";"20";"";"N";"";"";"N";"";"5";"1";"3818";"485230";"4648114";"2,82169852";"41,98489041"
"COMERÇ AL DETALL DE PRODUCTES DE PERFUMERIA I COSMÈTICA";"JULIA";"474";"PL";"POMPEU FABRA";"13";"";"N";"";"";"N";"";"BS";"1";"1047";"485309";"4647723";"2,82266196";"41,98137029"
"AMBULATORI MÈDIC";"";"317";"CR";"JULI GARRETA";"10";"";"N";"";"";"N";"";"BS";"";"1242";"485023";"4647520";"2,81921479";"41,97953655"
"RESIDÈNCIA AMB SERVEIS COMPLEMENTARIS";"FUNDACIÓ MONTBLANC";"437";"CR";"ORIENT";"19";"";"N";"";"";"N";"";"1";"2";"4835";"484177";"4647133";"2,80901331";"41,97603444"
"CONSULTORI DENTAL";"VITAL DENT";"56";"CR";"BARCELONA";"124";"";"N";"";"";"N";"";"BS";"A2";"10996";"484567";"4646393";"2,81374008";"41,96937725"
"SERVEIS DE GESTIÓ ECONÒMICA, ADMINISTRATIUS, COMPTABLES I FINANCERS";"AXIM GLOBAL, SL";"765";"CR";"ORIOL MARTORELL I CODINA";"30";"";"N";"";"";"N";"";"6";"";"10913";"484886";"4646944";"2,81757589";"41,97434610"
"OFICINA D'ASSEGURANCES";"ASISA";"172";"CR";"CRISTÒFOR GROBER";"4";"";"N";"";"";"N";"";"BS";"2";"3700";"485184";"4647908";"2,82114841";"41,98303418"
"BAR SENSE ELEMENTS DE COCCIÓ AMB LLIBRERIA";"CONTEXT";"488";"CR";"POU RODÓ";"21";"";"N";"";"";"N";"";"BS";"";"6092";"485521";"4648558";"2,82520048";"41,98889477"
"BAR-RESTAURANT (CAT. 3) I VENDA DE PA";"PLIS PLAS";"758";"CR";"FERRAN SOLDEVILA";"2";"";"N";"";"";"N";"";"BS";"";"1118";"484880";"4647553";"2,81748781";"41,97983104"
"BAR-RESTAURANT (CAT. 2)";"CAFÈ DEL TEATRE";"684";"PL";"VI";"1";"";"N";"";"";"N";"";"BS";"1";"25";"485538";"4647886";"2,82542225";"41,98284261"
"BOTIGA DE VIDEOJOCS I MATERIAL RELACIONAT";"RETROZONE";"556";"CR";"RUTLLA";"52";"";"N";"54";"";"N";"";"BS";"1";"1297";"485327";"4647273";"2,82289047";"41,97731763"
"BAR RESTAURANT (CAT. 1)";"KRONOS";"166";"CR";"CREU";"23";"";"N";"";"";"N";"";"BS";"";"11898";"485198";"4647076";"2,82133835";"41,97554090"
"?";"Estudi d'arquitectura Josep Ma. Pla";"111";"PG";"JOSÉ CANALEJAS";"1";"A";"N";"";"A";"N";"6";"4";"1";"3858";"485375";"4648295";"2,82344443";"41,98652332"
"TATUATGES I PIERCINGS";"MORGAN TATTOO";"684";"PL";"VI";"11";"";"N";"";"";"N";"";"BS";"2";"5719";"485462";"4647933";"2,82450365";"41,98326452"
"BAR";"TANGER";"742";"PT";"FARINERA TEIXIDOR";"10";"";"N";"";"";"N";"";"BS";"";"4223";"484797";"4647770";"2,81648032";"41,98178389"
"PERRUQUERIA";"PELUQUERIA CRIPERS";"256";"GR";"GIRONA PER GIRONA";"2";"";"N";"";"";"N";"";"BS";"1";"2726";"485882";"4646689";"2,82960356";"41,97206787"
"?";"CASAL DE MONTILIVI";"256";"GR";"GIRONA PER GIRONA";"4";"";"N";"";"";"N";"";"BS";"1";"12948";"485860";"4646669";"2,82933851";"41,97188735"
"?";"EDETCO GIRONA, SL";"720";"CR";"SALT";"10";"";"N";"14";"";"N";"";"1";"1";"5063";"484041";"4646036";"2,80740154";"41,96615139"
"?";"GESTIÓ DE PROJECTES I OBRES, SCCL";"720";"CR";"SALT";"10";"";"N";"14";"";"N";"";"1";"2";"5063";"484041";"4646036";"2,80740154";"41,96615139"
"?";"NÚRIA";"472";"PL";"POETA MARQUINA";"12";"";"N";"";"";"N";"";"BS";"";"1117";"484962";"4647669";"2,81847466";"41,98087738"
"COMERÇ AL DETALL DE MAQUINÀRIA AGRÍCOLA I DE JARDÍ";"AGRÍCOL GIRONA";"595";"CT";"SANTA COLOMA";"41";"";"N";"";"";"N";"";"";"";"5042";"484204";"4646019";"2,80936912";"41,96600156"
"?";"CENTRE DERMATOLÒGIC GIRONA";"262";"CR";"RIU GÜELL";"24";"";"N";"";"";"N";"";"1";"1";"4161";"484748";"4647955";"2,81588403";"41,98344917"
"TALLER ARTESANAL DEL LLAUTÓ I ARAM";"RAMON BOIX";"51";"CR";"BALLESTERIES";"17";"";"N";"";"";"N";"";"BS";"";"6001";"485484";"4648209";"2,82476241";"41,98575077"
"RESTAURANT";"YANG-FU";"262";"CR";"RIU GÜELL";"60";"";"N";"64";"";"N";"";"BS";"";"9357";"484652";"4647939";"2,81472558";"41,98330320"
"?";"M. VIDAL TAPISSERIA";"51";"CR";"BALLESTERIES";"15";"";"N";"";"";"N";"";"BS";"";"6000";"485490";"4648206";"2,82483492";"41,98572386"
"?";"JOAN MUNTADA ARTILES ADVOCATS";"234";"CR";"FRANCESC ROGÉS";"31";"";"N";"";"";"N";"";"1";"3";"4162";"484769";"4647978";"2,81613694";"41,98365673"
"?";"CLÍNICA DENTAL";"234";"CR";"FRANCESC ROGÉS";"31";"";"N";"";"";"N";"";"1";"1";"4162";"484769";"4647978";"2,81613694";"41,98365673"
"?";"LA CARPA";"51";"CR";"BALLESTERIES";"37";"";"N";"";"";"N";"";"BS";"2";"6010";"485474";"4648259";"2,82464046";"41,98620091"
"?";"CROMATS ENSESA";"565";"PJ";"SANT DOMÈNEC";"6";"";"N";"";"";"N";"";"BS";"B";"5873";"485614";"4648108";"2,82633424";"41,98484348"
"?";"ARMAND LLADO - TALLER DE FUSTERIA";"565";"PJ";"SANT DOMÈNEC";"6";"";"N";"";"";"N";"";"BS";"A";"5873";"485614";"4648108";"2,82633424";"41,98484348"
"?";"PERRUQUERIA DOLORS";"149";"CR";"CIUTADANS";"18";"";"N";"";"";"N";"";"BS";"2";"5857";"485568";"4648030";"2,82578085";"41,98414012"
