"Descripcio";"Nom_comercial";"Codi_carrer";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
" ";"-";"0386";"Carrer del Migdia";"11";"-";"N";"";"-";"N";"-";"1";"2";"1428";"485167";"4647205";"2,82096093";"41,97670218"
"VENDA DE IOGURT GELAT";"LLAGURT";"0386";"Carrer del Migdia";"12";"-";"N";"";"-";"N";"-";"BS";"2";"2717";"485162";"4647268";"2,82089899";"41,97726951"
"VENDA MÒBILS, ACCESSORIS I REPARACIÓ";"CRASH PHONE";"0386";"Carrer del Migdia";"12";"-";"N";"";"-";"N";"-";"BS";"1";"2717";"485162";"4647268";"2,82089899";"41,97726951"
"BOTIGA DE LLAMINADURES I FRUITS SECS";"EL CONFIT";"0386";"Carrer del Migdia";"12";"-";"N";"";"-";"N";"-";"BS";"3";"2717";"485162";"4647268";"2,82089899";"41,97726951"
"BAR I VENDA DE PA";"CASA MONER";"0386";"Carrer del Migdia";"13";"-";"N";"";"-";"N";"-";"BS";"-";"1418";"485165";"4647192";"2,82093712";"41,97658506"
"ACADÈMIA D'IDIOMES";"NIPPONIA IDIOMES";"0386";"Carrer del Migdia";"13";"-";"N";"";"-";"N";"-";"1";"-";"1418";"485165";"4647192";"2,82093712";"41,97658506"
" ";"-";"0386";"Carrer del Migdia";"13";"-";"N";"";"-";"N";"-";"2";"B";"1418";"485165";"4647192";"2,82093712";"41,97658506"
"EXPOSICIÓ I VENDA D'ARTICLES DE REGAL, DECORACIÓ I PARAMENT DE LA LLAR";"MUY MUCHO";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"BS";"1";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"DESPATX DE PROCURADOR DELS TRIBUNALS.";"JOAQUIM GARCES PADROSA - PROCURADOR";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"EN";"3";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"COMERÇ MULTIPRODUCTE";"WOLALA";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"BS";"2";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"CONSULTORI DE FISIOTERÀPIA";"ESFERAL FISIO";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"EN";"4";"2705";"485144";"4647248";"2,82068223";"41,97708903"
" ";"-";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"4";"3";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"CLÍNICA MASCULINA EUROPEA";"CLÍNICA MASCULINA";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"2";"2";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"DESPATX DE PSICOLOGIA";"-";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"EN";"2";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"ACADÈMIA DE MÚSICA";"ARS NOVA";"0386";"Carrer del Migdia";"14";"-";"N";"16";"-";"N";"-";"EN";"2";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"BOTIGA DE ROBA";"TIN ET MÓ";"0386";"Carrer del Migdia";"15";"B";"N";"";"-";"N";"-";"-";"-";"1426";"485159";"4647180";"2,82086500";"41,97647686"
"BAR";"EL PATI DE GIRONA";"0386";"Carrer del Migdia";"15";"-";"N";"";"-";"N";"-";"-";"-";"1427";"485162";"4647184";"2,82090111";"41,97651295"
"ACADÈMIA D'IDIOMES I TRADUCCIONS";"ABC IDIOMES";"0386";"Carrer del Migdia";"17";"-";"N";"";"-";"N";"-";"1";"2";"1423";"485158";"4647172";"2,82085313";"41,97640479"
"VENDA AL DETALL DE SABATES";"PEACOCK";"0386";"Carrer del Migdia";"18";"-";"S";"";"-";"N";"-";"BS";"-";"2704";"485147";"4647234";"2,82071879";"41,97696300"
"BOTIGA DE LLENCERIA-CORSETERIA I COMPLEM";"SEDES";"0386";"Carrer del Migdia";"19";"-";"N";"21";"-";"N";"-";"BS";"-";"1423";"485158";"4647172";"2,82085313";"41,97640479"
" ";"-";"0386";"Carrer del Migdia";"20";"-";"N";"";"-";"N";"-";"BS";"1";"2695";"485135";"4647211";"2,82057453";"41,97675562"
"BOTIGA DE ROBA I COMPLEMENTS";"CURVAS";"0386";"Carrer del Migdia";"20";"-";"N";"";"-";"N";"-";"BS";"2";"2695";"485135";"4647211";"2,82057453";"41,97675562"
"PERRUQUERIA";"FRAME HAIR CLUB GIRONA";"0386";"Carrer del Migdia";"22";"-";"N";"";"-";"N";"-";"BS";"1";"2696";"485136";"4647201";"2,82058685";"41,97666557"
"VENDA AL MENOR DE ROBA DE VESTIR";"MEU BEM";"0386";"Carrer del Migdia";"22";"-";"N";"";"-";"N";"-";"BS";"1";"2696";"485136";"4647201";"2,82058685";"41,97666557"
"BOTIGA DE PRODUCTES ALIMENTARIS (LACTIS)";"LA NOUCENTISTA";"0386";"Carrer del Migdia";"22";"-";"N";"";"-";"N";"-";"BS";"2";"2696";"485136";"4647201";"2,82058685";"41,97666557"
"BOTIGA DE ROBA I COMPLEMENTS";"VOGGIN";"0386";"Carrer del Migdia";"23";"-";"N";"";"-";"N";"-";"BS";"3";"1422";"485154";"4647156";"2,82080525";"41,97626061"
"COMERÇ AL DETALL DE ROBA";"DOLCEMENTE";"0386";"Carrer del Migdia";"23";"-";"N";"";"-";"N";"-";"BS";"2";"1422";"485154";"4647156";"2,82080525";"41,97626061"
"BOTIGA DE FOTOGRAFIA";"FOTOPRIX";"0386";"Carrer del Migdia";"23";"-";"N";"";"-";"N";"-";"BS";"5";"1422";"485154";"4647156";"2,82080525";"41,97626061"
"SALÓ DE BELLESA";"NAIL&CO";"0386";"Carrer del Migdia";"23";"-";"N";"";"-";"N";"-";"BS";"4";"1422";"485154";"4647156";"2,82080525";"41,97626061"
"OFICINA IMMOBILIÀRIA";"HABIGEST";"0386";"Carrer del Migdia";"23";"-";"N";"";"-";"N";"-";"BS";"1";"1422";"485154";"4647156";"2,82080525";"41,97626061"
"BOTIGA DE PECES DE VESTIR";"GOODTEENS";"0386";"Carrer del Migdia";"24";"-";"N";"";"-";"N";"-";"BS";"2";"2697";"485133";"4647191";"2,82055089";"41,97657545"
"BAR RESTAURANT (CAT. 2)";"OCTOPUS RESTAURANT";"0386";"Carrer del Migdia";"24";"-";"N";"";"-";"N";"-";"BS";"1";"2697";"485133";"4647191";"2,82055089";"41,97657545"
"ESTÈTICA I PARAFARMÀCIA";"GFARMA";"0386";"Carrer del Migdia";"25";"-";"N";"";"-";"N";"A";"BS";"1";"1421";"485150";"4647138";"2,82075743";"41,97609841"
"BOTIGA DE ROBA";"OUTLET FOR YOU";"0386";"Carrer del Migdia";"25";"-";"N";"";"-";"N";"A";"BS";"2";"1421";"485150";"4647138";"2,82075743";"41,97609841"
"COMERÇ AL DETALL D'UTENSILIS DE CUINA";"VALIRA";"0386";"Carrer del Migdia";"25";"-";"N";"";"-";"N";"A";"BS";"3";"1421";"485150";"4647138";"2,82075743";"41,97609841"
"IMMOBILIÀRIA";"HABITA'T";"0386";"Carrer del Migdia";"25";"-";"N";"";"-";"N";"A";"BS";"4";"1421";"485150";"4647138";"2,82075743";"41,97609841"
"BOTIGA DE LÀMAPARES, IL·LUMINÀRIA I MATERIAL DECORATIU";"GAUDIR GIRONA";"0386";"Carrer del Migdia";"26";"-";"N";"";"-";"N";"-";"BS";"-";"2698";"485121";"4647177";"2,82040640";"41,97644913"
"BAR SENSE ELEMENTS DE COCCIÓ AMB FORN DE PA";"BESIBERRI";"0386";"Carrer del Migdia";"28";"-";"N";"";"-";"N";"-";"BS";"1";"2699";"485117";"4647162";"2,82035850";"41,97631395"
"SABATERIA";"AVELLI";"0386";"Carrer del Migdia";"28";"-";"N";"";"-";"N";"-";"BS";"2";"2699";"485117";"4647162";"2,82035850";"41,97631395"
"CARNISSERIA";"CARFRESA (CARNS DAMIÀ)";"0386";"Carrer del Migdia";"28";"-";"N";"";"-";"N";"-";"BS";"3";"2699";"485117";"4647162";"2,82035850";"41,97631395"
" ";"-";"0386";"Carrer del Migdia";"28";"-";"N";"";"-";"N";"-";"4";"3";"2699";"485117";"4647162";"2,82035850";"41,97631395"
"CLASSES D'EDUCACIÓ POSTURAL";"-";"0386";"Carrer del Migdia";"30";"-";"N";"";"-";"N";"-";"EN";"1";"2700";"485112";"4647147";"2,82029853";"41,97617876"
" ";"-";"0386";"Carrer del Migdia";"30";"-";"N";"";"-";"N";"-";"EN";"3";"2700";"485112";"4647147";"2,82029853";"41,97617876"
"CONSULTA DENTAL";"UNIDENTAL";"0386";"Carrer del Migdia";"30";"-";"N";"";"-";"N";"-";"BS";"2";"2700";"485112";"4647147";"2,82029853";"41,97617876"
"OFICINA D'UNA EMPRESA DE SERVEIS DE NETEJA I MANTENIMENT";"EMSERTO";"0386";"Carrer del Migdia";"30";"-";"N";"";"-";"N";"-";"EN";"4";"2700";"485112";"4647147";"2,82029853";"41,97617876"
"DESPATX D'ADVOCATS";"BUFET CASTELLÀ";"0386";"Carrer del Migdia";"30";"-";"N";"";"-";"N";"-";"EN";"2";"2700";"485112";"4647147";"2,82029853";"41,97617876"
"ASSESSORAMENT JURIDIC I TRIBUTARI";"CASANOVAS ASSESSORS FISCALS SL";"0386";"Carrer del Migdia";"32";"-";"N";"34";"-";"N";"-";"BS";"-";"2621";"485114";"4647081";"2,82032434";"41,97558435"
" ";"-";"0386";"Carrer del Migdia";"36";"-";"N";"";"-";"N";"-";"BS";"1";"2622";"485111";"4647057";"2,82028874";"41,97536814"
"BAR - RESTAURANT (CAT. 3)";"MULTANI PALACE";"0386";"Carrer del Migdia";"36";"-";"N";"";"-";"N";"-";"BS";"2";"2622";"485111";"4647057";"2,82028874";"41,97536814"
"CLÍNICA DENTAL AMB RX";"IMPLANTDENT";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"BS";"-";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"OFICINES CENTRALS EMPRESA DE VENDA DE COMBUSTIBLES";"DYNEFF";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"1";"1";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"ASSESSORIA D'EMPRESES";"VALERO ASSESSORIA I GESTIO SL";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"2";"1";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"ASSESSORIA FÍSCAL, COMPTABLE I LABORAL";"COMGEST ECONOMISTES";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"2";"3";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"OFICINA DE TREBALL TEMPORAL";"IMAN TEMPORING";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"3";"1";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"OFICINA SERVEIS TÈCNICS D'ENGINYERIA I URBANISME";"TECPLAN";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"4";"1";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"AGÈNCIA D'ASSEGURANCES";"PLUS ULTRA SEGUROS";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"4";"5";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"OFICINA DE PUBLICITAT I RELACIONS PÚBLIQUES";"JAUME GOMA MARQUES";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"5";"2";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"SERVEIS DE TELEVISIÓ";"-";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"5";"3";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"OFICINA DE TAXACIONS IMMOBILIÀRIES";"TINSA";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"5";"4";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"CENTRE DE RADIOLOGIA ODONTOLÒGICA";"RADMEDICA";"0386";"Carrer del Migdia";"37";"-";"N";"";"-";"N";"-";"2";"2";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"DESPATX";"METROHABITAT";"0386";"Carrer del Migdia";"38";"-";"N";"";"-";"N";"-";"-";"-";"2623";"485112";"4647051";"2,82030096";"41,97531412"
"VENDA AL DETALL D'ORDINADORS I ENSENYAMENT D'INFORMÀTICA";"HOSTALJOBS";"0386";"Carrer del Migdia";"40";"-";"N";"";"-";"N";"-";"EN";"2";"2624";"485111";"4647039";"2,82028920";"41,97520602"
" ";"-";"0386";"Carrer del Migdia";"40";"-";"N";"";"-";"N";"-";"2";"2";"2624";"485111";"4647039";"2,82028920";"41,97520602"
"Vda. ARTS ESPORT VIATGE I ARMES";"INTERSPORT FERRER";"0386";"Carrer del Migdia";"40";"-";"N";"";"-";"N";"-";"BS";"-";"2624";"485111";"4647039";"2,82028920";"41,97520602"
"CENTRE DE MEDICINA ESTÈTICA";"DERMIKA";"0386";"Carrer del Migdia";"41";"-";"N";"43";"-";"N";"-";"BS";"-";"1687";"485149";"4646953";"2,82075003";"41,97443216"
"PERRUQUERIA";"DOLORS PASCUAL";"0386";"Carrer del Migdia";"44";"-";"N";"";"-";"N";"-";"BS";"-";"2613";"485114";"4647025";"2,82032576";"41,97507998"
"ESCOLA DE MÚSICA";"AULA MUSICAL";"0386";"Carrer del Migdia";"45";"-";"N";"";"-";"N";"-";"BS";"-";"1687";"485149";"4646953";"2,82075003";"41,97443216"
"OFICINA BANCÀRIA";"IBERCAJA";"0386";"Carrer del Migdia";"46";"-";"N";"48";"-";"N";"-";"BS";"1";"8955";"485092";"4646933";"2,82006255";"41,97425095"
"CLINICA DENTAL";"CLINICA DENTAL DR. J.BALBIN";"0386";"Carrer del Migdia";"46";"-";"N";"48";"-";"N";"-";"2";"1";"8955";"485092";"4646933";"2,82006255";"41,97425095"
"CLASSES DE REFORÇ";"ACADÈMIA MIGDIA";"0386";"Carrer del Migdia";"46";"-";"N";"48";"-";"N";"-";"3";"1";"8955";"485092";"4646933";"2,82006255";"41,97425095"
"COMERÇ AL DETALL DE PRODUCTES D'ALIMENTACIÓ";"CANNELONIA MIGDIA";"0386";"Carrer del Migdia";"46";"-";"N";"48";"-";"N";"-";"BS";"2";"8955";"485092";"4646933";"2,82006255";"41,97425095"
"AGÈNCIA D'ASSEGURANCES";"-";"0386";"Carrer del Migdia";"47";"-";"N";"49";"-";"N";"-";"BS";"1";"1686";"485144";"4646917";"2,82069059";"41,97410783"
"OPTICA";"VISUAL CONFORT";"0386";"Carrer del Migdia";"47";"-";"N";"49";"-";"N";"-";"BS";"2";"1686";"485144";"4646917";"2,82069059";"41,97410783"
"OFICINES ADMINISTRATIVES";"DEP. INDUSTRIA-COMERÇ-TURISME";"0386";"Carrer del Migdia";"50";"-";"N";"";"-";"N";"-";"BS";"-";"8955";"485092";"4646933";"2,82006255";"41,97425095"
"PASTISSERIA AMB OBRADOR I SERVEI DE BAR";"CAN TORNÉS";"0386";"Carrer del Migdia";"51";"-";"N";"";"-";"N";"-";"BS";"-";"8940";"485157";"4646874";"2,82084858";"41,97372079"
"BOTIGA DE MATERIAL I SERVEIS FOTOGRÀFICS";"DICOLOR";"0386";"Carrer del Migdia";"52";"-";"N";"";"-";"N";"-";"BS";"2";"8955";"485092";"4646933";"2,82006255";"41,97425095"
"CONSULTA PERIODONTAL I D'IMPLANTOLOGIA";"CLINICA CERVERA";"0386";"Carrer del Migdia";"53";"-";"N";"55";"-";"N";"-";"BS";"-";"8940";"485157";"4646874";"2,82084858";"41,97372079"
"FARMÀCIA";"FARMÀCIA CIURANA";"0386";"Carrer del Migdia";"54";"-";"N";"";"-";"N";"-";"BS";"-";"9156";"485094";"4646909";"2,82008730";"41,97403483"
"BOTIGA D'ARTICLES DE REGAL";"LLUNA DE PAPER";"0386";"Carrer del Migdia";"56";"-";"N";"";"-";"N";"-";"BS";"-";"9157";"485089";"4646890";"2,82002744";"41,97386361"
"FLORISTERIA";"TOC DE FLOR";"0386";"Carrer del Migdia";"59";"-";"N";"";"-";"N";"-";"BS";"-";"10779";"485132";"4646833";"2,82054787";"41,97335104"
"PERRUQUERIA I ESTÈTITCA";"PERSONA";"0386";"Carrer del Migdia";"61";"-";"N";"";"-";"N";"-";"BS";"1";"1790";"485129";"4646816";"2,82051210";"41,97319787"
" ";"-";"0386";"Carrer del Migdia";"65";"-";"N";"";"-";"N";"-";"BS";"2";"1788";"485124";"4646800";"2,82045215";"41,97305367"
"PERRUQUERIA DE SENYORES";"ROSI PERRUQUERIA";"0386";"Carrer del Migdia";"65";"-";"N";"";"-";"N";"-";"BS";"3";"1788";"485124";"4646800";"2,82045215";"41,97305367"
"CENTRE DE CULTE RELIGIÓS CRISTIÀ";"congragación evangélica pentecostal a.d.";"0386";"Carrer del Migdia";"67";"-";"N";"";"-";"N";"-";"BS";"-";"1787";"485124";"4646792";"2,82045236";"41,97298162"
"BAR-RESTAURANT (CAT. 2)";"AMICI COFFEE & TAPES";"0386";"Carrer del Migdia";"77";"-";"N";"";"-";"N";"-";"BS";"3";"1859";"485113";"4646736";"2,82032101";"41,97247704"
"COMERÇ AL DETALL DE FRUITA";"FRUITES I VERDURES MARIA DEL MAR";"0386";"Carrer del Migdia";"77";"-";"N";"";"-";"N";"-";"BS";"2";"1859";"485113";"4646736";"2,82032101";"41,97247704"
"COMERÇ AL DETALL DE ROBA";"RAGAZZA GIRONA";"0386";"Carrer del Migdia";"77";"-";"N";"";"-";"N";"-";"BS";"2";"1859";"485113";"4646736";"2,82032101";"41,97247704"
"LLIBRERIA I ESPAI D'ACTIVITATS EN IDIOMES";"LINGUAE";"0386";"Carrer del Migdia";"77";"-";"N";"";"-";"N";"-";"BS";"4";"1859";"485113";"4646736";"2,82032101";"41,97247704"
"RESTAURANT";"EL JARDI";"0386";"Carrer del Migdia";"77";"-";"N";"";"-";"N";"-";"BS";"1";"1859";"485113";"4646736";"2,82032101";"41,97247704"
"BOTIGA D'APARELLS D'ACÚSTICA I AUDIOMETRIA";"AUDIOSON";"0386";"Carrer del Migdia";"77";"-";"N";"";"-";"N";"-";"BS";"5";"1859";"485113";"4646736";"2,82032101";"41,97247704"
"ESTACIÓ BASE DE TELEFONIA MÒBIL";"-";"0386";"Carrer del Migdia";"80";"-";"-";"82";"-";"-";"-";"-";"-";"1681";"484991";"4646500";"2,81885456";"41,97034915"
"RESTAURANT";"IL VIAGGIO";"0386";"Carrer del Migdia";"80";"-";"N";"82";"-";"N";"-";"BS";"1";"1681";"484991";"4646500";"2,81885456";"41,97034915"
"BOTIGA D'ARTICLES DE LA LLAR I FERRETERIA";"DECO MIGDIA";"0386";"Carrer del Migdia";"84";"-";"N";"";"-";"N";"-";"BS";"-";"1671";"484947";"4646445";"2,81832492";"41,96985294"
"BAR";"CA LA IAIA";"0386";"Carrer del Migdia";"87";"-";"N";"";"-";"N";"-";"BS";"1";"1858";"485107";"4646709";"2,82024927";"41,97223374"
"VENDA DE PA I PASTISSERIA AMB OBRADOR";"EL FORNET";"0386";"Carrer del Migdia";"88";"-";"N";"";"-";"N";"-";"BS";"-";"1669";"484953";"4646402";"2,81839844";"41,96946577"
"RESTAURANT";"LA PICCOLA";"0386";"Carrer del Migdia";"89";"-";"N";"";"-";"N";"-";"BS";"-";"10997";"485098";"4646684";"2,82014128";"41,97200841"
"PERRUQUERIA CANINA";"RENTIGOS";"0386";"Carrer del Migdia";"90";"-";"N";"92";"-";"N";"-";"BS";"2";"1655";"484950";"4646379";"2,81836282";"41,96925856"
"SERVEIS DE TINTORERIA/BUGADERIA";"SERVISEC";"0386";"Carrer del Migdia";"90";"-";"N";"92";"-";"N";"-";"BS";"1";"1655";"484950";"4646379";"2,81836282";"41,96925856"
"RESTAURANT";"OSAKA";"0386";"Carrer del Migdia";"91";"-";"N";"";"-";"N";"-";"BS";"-";"10997";"485098";"4646684";"2,82014128";"41,97200841"
"BOTIGA D'ALIMENTACIÓ DIETÈTICA I ROBA NATURAL";"NANA GIRONA";"0386";"Carrer del Migdia";"93";"-";"N";"95";"-";"N";"-";"-";"-";"9120";"485093";"4646663";"2,82008147";"41,97181917"
"SUPERMERCAT";"BON PREU";"0386";"Carrer del Migdia";"104";"-";"N";"110";"-";"N";"-";"BS";"-";"12053";"484883";"4646254";"2,81755742";"41,96813144"
"CENTRE DE MANICURA I PEDICURA";"SAIGON NAILS";"0386";"Carrer del Migdia";"115";"-";"S";"";"-";"N";"-";"-";"-";"2179";"485016";"4646481";"2,81915677";"41,97017850"
"BOTIGA DE FOTOGRAFIA";"GIRONA FLASH";"0386";"Carrer del Migdia";"117";"-";"S";"";"-";"N";"-";"BS";"1";"2178";"485011";"4646458";"2,81909701";"41,96997125"
"BOTIGA DE FRUITES I VERDURES";"AL CISTELL";"0386";"Carrer del Migdia";"117";"-";"S";"";"-";"N";"-";"BS";"2";"2178";"485011";"4646458";"2,81909701";"41,96997125"
"VENDA D'EQUIPS D'ÀUDIO I VÍDEO";"AUDIO CINEMA";"0386";"Carrer del Migdia";"119";"-";"N";"";"-";"N";"-";"BS";"-";"2238";"485002";"4646435";"2,81898897";"41,96976392"
"OFICINES(VENDA DE PISOS)";"PROMOCIONS VINYALS.";"0386";"Carrer del Migdia";"119";"-";"N";"";"-";"N";"-";"BS";"-";"2238";"485002";"4646435";"2,81898897";"41,96976392"
"OFICINA BANCÀRIA";"CAJASTUR";"0386";"Carrer del Migdia";"120";"-";"N";"";"-";"N";"-";"BS";"1";"11907";"484807";"4646147";"2,81664297";"41,96716627"
"FARMÀCIA";"FARMÀCIA M. JOSE PLANA ROGER";"0386";"Carrer del Migdia";"120";"-";"N";"";"-";"N";"-";"BS";"2";"11907";"484807";"4646147";"2,81664297";"41,96716627"
"PERRUQUERIA";"XHOME";"0386";"Carrer del Migdia";"121";"-";"N";"";"-";"N";"-";"BS";"1";"2237";"484994";"4646413";"2,81889298";"41,96956563"
"GESTORIA ADMINISTRATIVA";"AMGESTORS - GESTORIA MUÑOZ";"0386";"Carrer del Migdia";"121";"-";"N";"";"-";"N";"-";"BS";"6";"2237";"484994";"4646413";"2,81889298";"41,96956563"
"MODISTA";"-";"0386";"Carrer del Migdia";"121";"-";"N";"";"-";"N";"-";"BS";"5";"2237";"484994";"4646413";"2,81889298";"41,96956563"
"VENDA DE CUINES, PARQUETS I TANCAMENTS";"NATUR & STYL";"0386";"Carrer del Migdia";"122";"-";"N";"";"-";"N";"-";"BS";"-";"11907";"484807";"4646147";"2,81664297";"41,96716627"
"CONSULTORIS MÈDICS";"BUFET MÈDIC";"0386";"Carrer del Migdia";"130";"-";"N";"";"-";"N";"-";"BS";"-";"11154";"484667";"4646029";"2,81495646";"41,96610077"
"BAR-RESTAURANT (CAT. 2)";"ORANGE";"0386";"Carrer del Migdia";"137";"-";"N";"";"-";"N";"-";"BS";"1";"10250";"484964";"4646260";"2,81853483";"41,96818703"
"COMPRAVENDA DE MOBLES I PRODUCTES D'INFORMÀTICA";"FINDER MAC";"0386";"Carrer del Migdia";"138";"-";"N";"";"-";"N";"-";"BS";"-";"11418";"484603";"4645978";"2,81418542";"41,96564018"
"PERRUQUERIA";"SCISSORS - ESTUDI IMATGE CORA";"0386";"Carrer del Migdia";"139";"-";"N";"";"-";"N";"-";"BS";"1";"10250";"484964";"4646260";"2,81853483";"41,96818703"
"HABITATGE D'ÚS TURÍSTIC";"-";"0386";"Carrer del Migdia";"140";"-";"N";"";"-";"N";"-";"2";"2";"9404";"484592";"4645959";"2,81405317";"41,96546884"
"AULES DE FORMACIÓ";"AULES GIRONA";"0386";"Carrer del Migdia";"140";"-";"N";"";"-";"N";"-";"BS";"2";"9404";"484592";"4645959";"2,81405317";"41,96546884"
"SERVEIS DE PERRUQUERIA I COMERÇ AL DETALL DE PRODUCTES";"FAUSTÍ PERRUQUERS";"0386";"Carrer del Migdia";"161";"-";"N";"";"-";"N";"-";"BS";"-";"10786";"484822";"4646101";"2,81682518";"41,96675225"
"COMERÇ AL DETALL D'ARTICLES D'ÚS DOMÈSTIC";"PORTERALIA";"0386";"Carrer del Migdia";"161";"-";"N";"";"-";"N";"-";"BS";"-";"10786";"484822";"4646101";"2,81682518";"41,96675225"
"SUPERMERCAT";"CARREFOUR MARKET";"0386";"Carrer del Migdia";"163";"-";"N";"";"-";"N";"-";"BS";"1";"2306";"484819";"4646053";"2,81679021";"41,96631987"
"OFICINES I MAGATZEM EMPRESA D'ASCENSORS";"SCHINDLER, SA";"0386";"Carrer del Migdia";"167";"-";"N";"";"-";"N";"-";"BS";"-";"10260";"484788";"4646059";"2,81641594";"41,96637332"
"GELATERIA AMB DEGUSTACIÓ";"HELADOS AMADOR";"0388";"Carrer de la Mimosa";"10";"-";"N";"";"-";"N";"-";"BS";"1";"642";"487039";"4647000";"2,84356100";"41,97488883"
"PERRUQUERIA";"PERRUQUERIA JOSE";"0388";"Carrer de la Mimosa";"10";"-";"N";"";"-";"N";"-";"BS";"2";"642";"487039";"4647000";"2,84356100";"41,97488883"
"BAR";"JOSÉ Y JUAN";"0388";"Carrer de la Mimosa";"12";"-";"N";"";"-";"N";"-";"BS";"1";"643";"487056";"4647002";"2,84376615";"41,97490712"
"HABITATGE D'ÚS TURÍSTIC";"SLEEPINGIRONA.COM";"0389";"Carrer de Guillem Minali";"2";"-";"N";"";"-";"N";"-";"2";"-";"5793";"485532";"4648037";"2,82534610";"41,98420250"
"BAR-RESTAURANT (CAT. 3)";"ARTUSÍ";"0389";"Carrer de Guillem Minali";"3";"-";"N";"";"-";"N";"-";"BS";"-";"5735";"485498";"4648038";"2,82493564";"41,98421089"
"VENDA I FABRICACIO MARCS MOTLLURES";"";"0389";"Carrer de Guillem Minali";"6";"-";"N";"";"-";"N";"-";"BS";"-";"5783";"485511";"4648048";"2,82509232";"41,98430119"
"COMERÇ AL DETALL D'ARTICLES DE REGAL";"PUBLIOBSEQUI DESIGN";"0389";"Carrer de Guillem Minali";"8";"-";"N";"";"-";"N";"-";"BS";"-";"5784";"485503";"4648050";"2,82499570";"41,98431906"
"BOTIGA DE ROBA I COMPLEMENTS";"PATCHWORK / EL PETIT PUNT";"0389";"Carrer de Guillem Minali";"12";"-";"N";"";"-";"N";"-";"BS";"-";"5782";"485472";"4648061";"2,82462121";"41,98441756"
"CENTRE  DE PSICOTERÀPIA";"GESTALT GIRONA";"0389";"Carrer de Guillem Minali";"12";"-";"N";"";"-";"N";"-";"PR";"-";"5782";"485472";"4648061";"2,82462121";"41,98441756"
" ";"-";"0391";"Carrer de Miquel Blay";"1";"A";"N";"";"-";"N";"-";"5";"-";"4019";"485081";"4648089";"2,81990045";"41,98466244"
"CAFÈ CONCERT I ACTIVITAT COMPLEMENTÀRIA DE BAR";"BLOW";"0391";"Carrer de Miquel Blay";"1";"-";"N";"";"-";"N";"-";"BS";"-";"4012";"485100";"4648081";"2,82013002";"41,98459074"
" ";"-";"0391";"Carrer de Miquel Blay";"2";"-";"N";"";"-";"N";"-";"6";"E";"4011";"485112";"4648114";"2,82027404";"41,98488819"
" ";"-";"0391";"Carrer de Miquel Blay";"2";"-";"N";"";"-";"N";"-";"BS";"3";"4011";"485112";"4648114";"2,82027404";"41,98488819"
"CENTRE ASSISTENCIAL";"UNIÓ DE MÚTUES";"0391";"Carrer de Miquel Blay";"2";"-";"N";"";"-";"N";"-";"BS";"1";"4011";"485112";"4648114";"2,82027404";"41,98488819"
" ";"-";"0391";"Carrer de Miquel Blay";"2";"-";"N";"";"-";"N";"-";"BS";"2";"4011";"485112";"4648114";"2,82027404";"41,98488819"
